id	userid	num_correct	mega	z	trials	created_at	updated_at
298	fff8c30e58	1	0	0.14	1	2023-06-06 13:52:47	2023-06-06 13:52:47
299	fff8c30e58	0	0	-6.36	1	2023-06-06 13:53:02	2023-06-06 13:53:02
300	fff8c30e58	0	0	-6.36	1	2023-06-06 13:53:12	2023-06-06 13:53:12
301	fff8c30e58	1	0	0.14	1	2023-06-06 13:53:23	2023-06-06 13:53:23
302	fff8c30e58	1	1	2.10	1	2023-06-07 13:54:49	2023-06-07 13:54:49
303	6865be8b3a	1	0	0.14	1	2023-06-08 09:00:35	2023-06-08 09:00:35
304	6865be8b3a	1	0	0.14	1	2023-06-08 09:01:58	2023-06-08 09:01:58
305	fff8c30e58	1	0	0.14	1	2023-06-08 14:08:17	2023-06-08 14:08:17
306	fff8c30e58	1	0	0.14	1	2023-06-08 14:08:37	2023-06-08 14:08:37
307	fff8c30e58	0	0	-6.36	1	2023-06-08 14:08:55	2023-06-08 14:08:55
308	fff8c30e58	1	0	0.14	1	2023-06-08 14:09:23	2023-06-08 14:09:23
309	b18c90c4f5	0	0	-6.36	1	2023-06-08 18:12:35	2023-06-08 18:12:35
310	b18c90c4f5	1	0	0.14	1	2023-06-08 18:12:50	2023-06-08 18:12:50
311	e62733e006	1	0	0.14	1	2023-06-08 18:20:48	2023-06-08 18:20:48
312	e62733e006	1	0	0.14	1	2023-06-08 18:22:06	2023-06-08 18:22:06
313	e62733e006	0	0	-6.36	1	2023-06-08 18:23:42	2023-06-08 18:23:42
314	0eba3300a3	1	0	0.14	1	2023-06-09 02:34:10	2023-06-09 02:34:10
315	0eba3300a3	1	0	0.14	1	2023-06-09 02:35:14	2023-06-09 02:35:14
316	8d382113e6	0	0	-6.36	1	2023-06-09 03:06:32	2023-06-09 03:06:32
317	c7391ec6fe	0	0	-6.36	1	2023-06-09 07:36:15	2023-06-09 07:36:15
318	c7391ec6fe	1	0	0.14	1	2023-06-09 07:36:32	2023-06-09 07:36:32
319	c7391ec6fe	0	0	-6.36	1	2023-06-09 07:36:59	2023-06-09 07:36:59
320	c7391ec6fe	0	0	-6.36	1	2023-06-09 07:37:12	2023-06-09 07:37:12
321	c7391ec6fe	0	0	-6.36	1	2023-06-09 07:37:23	2023-06-09 07:37:23
322	c7391ec6fe	0	0	-6.36	1	2023-06-09 07:37:44	2023-06-09 07:37:44
323	c7391ec6fe	1	0	0.14	1	2023-06-09 07:37:58	2023-06-09 07:37:58
324	0a2441f8cb	0	0	-6.36	1	2023-06-09 07:57:44	2023-06-09 07:57:44
325	a5311eec87	2	0	1.40	1	2023-06-09 07:58:20	2023-06-09 07:58:20
326	0a2441f8cb	1	0	0.14	1	2023-06-09 07:58:46	2023-06-09 07:58:46
327	a5311eec87	1	1	2.10	1	2023-06-09 07:59:05	2023-06-09 07:59:05
328	0a2441f8cb	1	0	0.14	1	2023-06-09 07:59:53	2023-06-09 07:59:53
329	a5311eec87	0	0	-6.36	1	2023-06-09 08:00:03	2023-06-09 08:00:03
330	0a2441f8cb	2	0	1.40	1	2023-06-09 08:02:41	2023-06-09 08:02:41
331	0a2441f8cb	1	0	0.14	1	2023-06-09 08:03:45	2023-06-09 08:03:45
332	0a2441f8cb	0	0	-6.36	1	2023-06-09 08:07:43	2023-06-09 08:07:43
333	0a2441f8cb	0	0	-6.36	1	2023-06-09 08:08:04	2023-06-09 08:08:04
334	0a2441f8cb	1	1	2.10	1	2023-06-09 08:08:34	2023-06-09 08:08:34
335	0a2441f8cb	0	0	-6.36	1	2023-06-09 08:09:03	2023-06-09 08:09:03
336	0a2441f8cb	1	0	0.14	1	2023-06-09 08:09:21	2023-06-09 08:09:21
337	0a2441f8cb	1	0	0.14	1	2023-06-09 08:09:44	2023-06-09 08:09:44
338	0a2441f8cb	0	0	-6.36	1	2023-06-09 08:10:07	2023-06-09 08:10:07
339	0a2441f8cb	0	1	1.75	1	2023-06-09 08:10:26	2023-06-09 08:10:26
340	0a2441f8cb	2	0	1.40	1	2023-06-09 08:10:44	2023-06-09 08:10:44
341	0a2441f8cb	1	0	0.14	1	2023-06-09 08:11:17	2023-06-09 08:11:17
342	0a2441f8cb	0	0	-6.36	1	2023-06-09 08:11:31	2023-06-09 08:11:31
343	0a2441f8cb	0	0	-6.36	1	2023-06-09 08:11:41	2023-06-09 08:11:41
344	0a2441f8cb	0	0	-6.36	1	2023-06-09 08:11:52	2023-06-09 08:11:52
345	0a2441f8cb	1	1	2.10	1	2023-06-09 08:12:02	2023-06-09 08:12:02
346	0a2441f8cb	0	0	-6.36	1	2023-06-09 08:12:20	2023-06-09 08:12:20
347	0a2441f8cb	0	0	-6.36	1	2023-06-09 08:12:26	2023-06-09 08:12:26
348	0a2441f8cb	0	0	-6.36	1	2023-06-09 08:12:45	2023-06-09 08:12:45
349	0a2441f8cb	0	0	-6.36	1	2023-06-09 08:13:00	2023-06-09 08:13:00
350	0a2441f8cb	0	0	-6.36	1	2023-06-09 08:13:14	2023-06-09 08:13:14
351	0a2441f8cb	0	0	-6.36	1	2023-06-09 08:13:23	2023-06-09 08:13:23
352	0a2441f8cb	1	0	0.14	1	2023-06-09 08:13:33	2023-06-09 08:13:33
353	0a2441f8cb	1	0	0.14	1	2023-06-09 08:13:43	2023-06-09 08:13:43
354	0a2441f8cb	0	0	-6.36	1	2023-06-09 08:13:52	2023-06-09 08:13:52
355	0a2441f8cb	0	0	-6.36	1	2023-06-09 08:14:02	2023-06-09 08:14:02
356	0a2441f8cb	1	0	0.14	1	2023-06-09 08:14:24	2023-06-09 08:14:24
357	0a2441f8cb	0	1	1.75	1	2023-06-09 08:14:36	2023-06-09 08:14:36
358	0a2441f8cb	1	1	2.10	1	2023-06-09 08:14:50	2023-06-09 08:14:50
359	0a2441f8cb	1	0	0.14	1	2023-06-09 08:15:12	2023-06-09 08:15:12
360	0a2441f8cb	2	0	1.40	1	2023-06-09 08:15:42	2023-06-09 08:15:42
361	0a2441f8cb	1	0	0.14	1	2023-06-09 08:15:55	2023-06-09 08:15:55
362	0a2441f8cb	0	0	-6.36	1	2023-06-09 08:16:07	2023-06-09 08:16:07
363	0a2441f8cb	0	0	-6.36	1	2023-06-09 08:16:23	2023-06-09 08:16:23
364	0a2441f8cb	1	0	0.14	1	2023-06-09 08:16:41	2023-06-09 08:16:41
365	0a2441f8cb	1	0	0.14	1	2023-06-09 08:16:56	2023-06-09 08:16:56
366	0a2441f8cb	1	0	0.14	1	2023-06-09 08:17:16	2023-06-09 08:17:16
367	8f75ebcd08	0	0	-6.36	1	2023-06-09 11:09:11	2023-06-09 11:09:11
368	8f75ebcd08	0	0	-6.36	1	2023-06-09 11:09:29	2023-06-09 11:09:29
369	52b84ac23f	0	0	-6.36	1	2023-06-09 11:17:12	2023-06-09 11:17:12
370	945e8bb049	2	0	1.40	1	2023-06-09 12:28:36	2023-06-09 12:28:36
371	945e8bb049	0	0	-6.36	1	2023-06-09 12:29:10	2023-06-09 12:29:10
372	945e8bb049	0	0	-6.36	1	2023-06-09 12:29:38	2023-06-09 12:29:38
373	c7391ec6fe	0	1	1.75	1	2023-06-09 13:49:04	2023-06-09 13:49:04
374	c7391ec6fe	1	0	0.14	1	2023-06-09 13:49:20	2023-06-09 13:49:20
375	c7391ec6fe	1	0	0.14	1	2023-06-09 13:49:52	2023-06-09 13:49:52
376	fff8c30e58	0	0	-6.36	1	2023-06-09 14:01:49	2023-06-09 14:01:49
377	fff8c30e58	1	0	0.14	1	2023-06-09 14:02:06	2023-06-09 14:02:06
378	fff8c30e58	2	0	1.40	1	2023-06-09 14:02:20	2023-06-09 14:02:20
379	59b5d6e957	0	0	-6.36	1	2023-06-09 16:57:11	2023-06-09 16:57:11
380	20c6cf9b66	2	0	1.40	1	2023-06-09 17:44:02	2023-06-09 17:44:02
381	20c6cf9b66	0	0	-6.36	1	2023-06-09 17:44:22	2023-06-09 17:44:22
382	20c6cf9b66	2	0	1.40	1	2023-06-09 17:44:28	2023-06-09 17:44:28
383	20c6cf9b66	0	0	-6.36	1	2023-06-09 17:44:35	2023-06-09 17:44:35
384	20c6cf9b66	0	0	-6.36	1	2023-06-09 17:44:48	2023-06-09 17:44:48
385	20c6cf9b66	0	0	-6.36	1	2023-06-09 17:44:58	2023-06-09 17:44:58
386	20c6cf9b66	2	0	1.40	1	2023-06-09 17:45:05	2023-06-09 17:45:05
387	20c6cf9b66	0	0	-6.36	1	2023-06-09 17:45:14	2023-06-09 17:45:14
388	20c6cf9b66	0	0	-6.36	1	2023-06-09 17:45:26	2023-06-09 17:45:26
389	20c6cf9b66	0	0	-6.36	1	2023-06-09 17:45:42	2023-06-09 17:45:42
390	20c6cf9b66	0	0	-6.36	1	2023-06-09 17:45:59	2023-06-09 17:45:59
391	20c6cf9b66	1	0	0.14	1	2023-06-09 17:46:04	2023-06-09 17:46:04
392	20c6cf9b66	0	0	-6.36	1	2023-06-09 17:46:13	2023-06-09 17:46:13
393	20c6cf9b66	1	0	0.14	1	2023-06-09 17:46:20	2023-06-09 17:46:20
394	20c6cf9b66	1	0	0.14	1	2023-06-09 17:46:31	2023-06-09 17:46:31
395	2d87584287	2	0	1.40	1	2023-06-09 19:25:43	2023-06-09 19:25:43
396	2d87584287	0	0	-6.36	1	2023-06-09 19:26:08	2023-06-09 19:26:08
397	82d9256209	3	0	2.53	1	2023-06-09 21:44:24	2023-06-09 21:44:24
398	8cc2bc8742	0	0	-6.36	1	2023-06-10 06:56:51	2023-06-10 06:56:51
399	59b5d6e957	1	0	0.14	1	2023-06-10 11:36:39	2023-06-10 11:36:39
400	59b5d6e957	0	0	-6.36	1	2023-06-10 11:51:02	2023-06-10 11:51:02
401	59b5d6e957	1	0	0.14	1	2023-06-10 12:08:03	2023-06-10 12:08:03
402	59b5d6e957	0	0	-6.36	1	2023-06-10 12:11:45	2023-06-10 12:11:45
403	59b5d6e957	1	0	0.14	1	2023-06-10 12:12:43	2023-06-10 12:12:43
404	fff8c30e58	1	0	0.14	1	2023-06-10 14:26:27	2023-06-10 14:26:27
405	fff8c30e58	0	0	-6.36	1	2023-06-10 14:26:44	2023-06-10 14:26:44
406	fff8c30e58	0	0	-6.36	1	2023-06-10 14:27:02	2023-06-10 14:27:02
407	fff8c30e58	1	0	0.14	1	2023-06-10 14:27:18	2023-06-10 14:27:18
408	fff8c30e58	0	0	-6.36	1	2023-06-10 14:27:37	2023-06-10 14:27:37
409	fff8c30e58	1	0	0.14	1	2023-06-10 14:27:54	2023-06-10 14:27:54
410	59b5d6e957	0	0	-6.36	1	2023-06-10 20:02:06	2023-06-10 20:02:06
411	59b5d6e957	2	0	1.40	1	2023-06-10 20:02:32	2023-06-10 20:02:32
412	59b5d6e957	1	0	0.14	1	2023-06-10 20:03:58	2023-06-10 20:03:58
413	59b5d6e957	0	0	-6.36	1	2023-06-10 20:05:59	2023-06-10 20:05:59
414	8c0e8dcf0f	2	0	1.40	1	2023-06-10 23:25:51	2023-06-10 23:25:51
415	8c0e8dcf0f	1	0	0.14	1	2023-06-10 23:26:36	2023-06-10 23:26:36
416	8c0e8dcf0f	0	0	-6.36	1	2023-06-10 23:31:46	2023-06-10 23:31:46
417	8c0e8dcf0f	1	0	0.14	1	2023-06-10 23:31:58	2023-06-10 23:31:58
418	8c0e8dcf0f	1	0	0.14	1	2023-06-10 23:32:14	2023-06-10 23:32:14
419	59b5d6e957	0	0	-6.36	1	2023-06-11 07:09:06	2023-06-11 07:09:06
420	59b5d6e957	0	0	-6.36	1	2023-06-11 07:09:27	2023-06-11 07:09:27
421	59b5d6e957	1	0	0.14	1	2023-06-11 07:10:00	2023-06-11 07:10:00
422	59b5d6e957	1	0	0.14	1	2023-06-11 07:10:43	2023-06-11 07:10:43
423	59b5d6e957	0	1	1.75	1	2023-06-11 07:12:04	2023-06-11 07:12:04
424	59b5d6e957	0	0	-6.36	1	2023-06-11 11:18:53	2023-06-11 11:18:53
425	59b5d6e957	0	0	-6.36	1	2023-06-11 11:19:49	2023-06-11 11:19:49
426	59b5d6e957	0	1	1.75	1	2023-06-11 11:20:49	2023-06-11 11:20:49
427	59b5d6e957	2	0	1.40	1	2023-06-11 11:22:41	2023-06-11 11:22:41
428	59b5d6e957	1	0	0.14	1	2023-06-11 11:24:16	2023-06-11 11:24:16
429	59b5d6e957	2	0	1.40	1	2023-06-11 11:30:04	2023-06-11 11:30:04
430	59b5d6e957	1	0	0.14	1	2023-06-11 12:12:34	2023-06-11 12:12:34
431	fff8c30e58	1	0	0.14	1	2023-06-11 12:41:29	2023-06-11 12:41:29
432	fff8c30e58	0	0	-6.36	1	2023-06-11 12:41:47	2023-06-11 12:41:47
433	fff8c30e58	1	0	0.14	1	2023-06-11 12:42:07	2023-06-11 12:42:07
434	fff8c30e58	1	0	0.14	1	2023-06-11 12:42:29	2023-06-11 12:42:29
435	fff8c30e58	0	0	-6.36	1	2023-06-11 12:42:50	2023-06-11 12:42:50
436	fff8c30e58	0	0	-6.36	1	2023-06-11 12:43:04	2023-06-11 12:43:04
437	fff8c30e58	2	0	1.40	1	2023-06-11 12:43:16	2023-06-11 12:43:16
438	59b5d6e957	0	0	-6.36	1	2023-06-11 13:42:39	2023-06-11 13:42:39
439	59b5d6e957	2	0	1.40	1	2023-06-11 13:48:05	2023-06-11 13:48:05
440	59b5d6e957	0	0	-6.36	1	2023-06-11 13:52:43	2023-06-11 13:52:43
441	59b5d6e957	1	0	0.14	1	2023-06-11 13:54:21	2023-06-11 13:54:21
442	59b5d6e957	0	0	-6.36	1	2023-06-11 13:56:28	2023-06-11 13:56:28
443	59b5d6e957	0	0	-6.36	1	2023-06-11 13:57:34	2023-06-11 13:57:34
444	59b5d6e957	0	0	-6.36	1	2023-06-11 13:59:51	2023-06-11 13:59:51
445	59b5d6e957	0	1	1.75	1	2023-06-11 14:01:00	2023-06-11 14:01:00
446	20c6cf9b66	1	0	0.14	1	2023-06-11 19:11:13	2023-06-11 19:11:13
447	20c6cf9b66	1	0	0.14	1	2023-06-11 19:11:43	2023-06-11 19:11:43
448	20c6cf9b66	1	0	0.14	1	2023-06-11 19:11:52	2023-06-11 19:11:52
449	20c6cf9b66	1	0	0.14	1	2023-06-11 19:11:59	2023-06-11 19:11:59
450	20c6cf9b66	1	0	0.14	1	2023-06-11 19:12:07	2023-06-11 19:12:07
451	bda1283c07	0	0	-6.36	1	2023-06-12 09:03:14	2023-06-12 09:03:14
452	bda1283c07	1	0	0.14	1	2023-06-12 09:03:31	2023-06-12 09:03:31
453	bda1283c07	0	0	-6.36	1	2023-06-12 09:03:47	2023-06-12 09:03:47
454	33ddebe4c7	0	0	-6.36	1	2023-06-12 10:35:28	2023-06-12 10:35:28
455	33ddebe4c7	1	0	0.14	1	2023-06-12 10:36:05	2023-06-12 10:36:05
456	fff8c30e58	2	0	1.40	1	2023-06-12 13:14:36	2023-06-12 13:14:36
457	1309e0c93b	1	0	0.14	1	2023-06-12 21:04:50	2023-06-12 21:04:50
458	1309e0c93b	0	0	-6.36	1	2023-06-12 21:05:10	2023-06-12 21:05:10
459	1309e0c93b	0	0	-6.36	1	2023-06-12 21:05:24	2023-06-12 21:05:24
460	1309e0c93b	0	0	-6.36	1	2023-06-12 21:05:33	2023-06-12 21:05:33
461	1309e0c93b	2	0	1.40	1	2023-06-12 21:05:47	2023-06-12 21:05:47
462	1309e0c93b	0	0	-6.36	1	2023-06-12 21:06:01	2023-06-12 21:06:01
463	fff8c30e58	0	0	-6.36	1	2023-06-13 12:54:16	2023-06-13 12:54:16
464	fff8c30e58	0	0	-6.36	1	2023-06-13 12:54:37	2023-06-13 12:54:37
465	fff8c30e58	2	0	1.40	1	2023-06-13 12:54:55	2023-06-13 12:54:55
466	7d83126d79	1	0	0.14	1	2023-06-13 19:09:11	2023-06-13 19:09:11
467	7d83126d79	1	0	0.14	1	2023-06-13 19:09:43	2023-06-13 19:09:43
468	54e9c8b08d	0	0	-6.36	1	2023-06-14 01:52:47	2023-06-14 01:52:47
469	fff8c30e58	0	0	-6.36	1	2023-06-14 13:36:02	2023-06-14 13:36:02
470	fff8c30e58	1	0	0.14	1	2023-06-14 13:36:14	2023-06-14 13:36:14
471	fff8c30e58	1	0	0.14	1	2023-06-14 13:36:41	2023-06-14 13:36:41
472	fff8c30e58	1	0	0.14	1	2023-06-14 13:36:58	2023-06-14 13:36:58
473	fff8c30e58	1	0	0.14	1	2023-06-14 13:37:17	2023-06-14 13:37:17
474	fff8c30e58	0	0	-6.36	1	2023-06-14 13:37:28	2023-06-14 13:37:28
475	fff8c30e58	0	0	-6.36	1	2023-06-14 13:37:50	2023-06-14 13:37:50
476	fff8c30e58	1	1	2.10	1	2023-06-14 13:38:01	2023-06-14 13:38:01
