id	userid	hits	z	trials	created_at	updated_at
310	59b5d6e957	26	0.28	10	2023-06-10 14:59:46	2023-06-10 14:59:46
311	59b5d6e957	14	-3.11	10	2023-06-10 15:01:15	2023-06-10 15:01:15
312	59b5d6e957	21	-1.13	10	2023-06-10 15:02:19	2023-06-10 15:02:19
313	59b5d6e957	20	-1.41	10	2023-06-10 15:03:47	2023-06-10 15:03:47
314	8c0e8dcf0f	17	-2.26	10	2023-06-10 23:24:47	2023-06-10 23:24:47
315	20c6cf9b66	29	1.13	10	2023-06-11 03:56:37	2023-06-11 03:56:37
316	20c6cf9b66	21	-1.13	10	2023-06-11 04:04:10	2023-06-11 04:04:10
317	20c6cf9b66	30	1.41	10	2023-06-11 04:06:18	2023-06-11 04:06:18
318	20c6cf9b66	27	0.57	10	2023-06-11 04:07:47	2023-06-11 04:07:47
319	20c6cf9b66	33	2.26	10	2023-06-11 04:09:20	2023-06-11 04:09:20
320	20c6cf9b66	23	-0.57	10	2023-06-11 04:11:06	2023-06-11 04:11:06
321	20c6cf9b66	32	1.98	10	2023-06-11 04:13:21	2023-06-11 04:13:21
322	8cc2bc8742	24	-0.28	10	2023-06-11 06:00:12	2023-06-11 06:00:12
323	59b5d6e957	24	-0.28	10	2023-06-11 06:42:47	2023-06-11 06:42:47
324	59b5d6e957	19	-1.70	10	2023-06-11 07:56:57	2023-06-11 07:56:57
325	59b5d6e957	19	-1.70	10	2023-06-11 07:57:55	2023-06-11 07:57:55
326	59b5d6e957	12	-3.68	10	2023-06-11 11:33:03	2023-06-11 11:33:03
327	59b5d6e957	20	-1.41	10	2023-06-11 11:34:12	2023-06-11 11:34:12
328	59b5d6e957	22	-0.85	10	2023-06-11 11:35:05	2023-06-11 11:35:05
329	59b5d6e957	21	-1.13	10	2023-06-11 11:36:05	2023-06-11 11:36:05
330	59b5d6e957	13	-3.39	10	2023-06-11 11:36:59	2023-06-11 11:36:59
331	59b5d6e957	18	-1.98	10	2023-06-11 11:37:59	2023-06-11 11:37:59
332	59b5d6e957	21	-1.13	10	2023-06-11 11:39:01	2023-06-11 11:39:01
333	59b5d6e957	20	-1.41	10	2023-06-11 11:40:01	2023-06-11 11:40:01
334	59b5d6e957	14	-3.11	10	2023-06-11 12:00:53	2023-06-11 12:00:53
335	59b5d6e957	22	-0.85	10	2023-06-11 12:01:55	2023-06-11 12:01:55
336	59b5d6e957	20	-1.41	10	2023-06-11 12:03:34	2023-06-11 12:03:34
337	59b5d6e957	16	-2.55	10	2023-06-11 12:04:53	2023-06-11 12:04:53
338	59b5d6e957	16	-2.55	10	2023-06-11 12:05:55	2023-06-11 12:05:55
339	59b5d6e957	18	-1.98	10	2023-06-11 12:07:11	2023-06-11 12:07:11
340	59b5d6e957	18	-1.98	10	2023-06-11 12:08:30	2023-06-11 12:08:30
341	59b5d6e957	19	-1.70	10	2023-06-11 12:09:45	2023-06-11 12:09:45
342	59b5d6e957	21	-1.13	10	2023-06-11 12:11:12	2023-06-11 12:11:12
343	fff8c30e58	19	-1.70	10	2023-06-11 12:44:19	2023-06-11 12:44:19
344	59b5d6e957	17	-2.26	10	2023-06-11 14:16:22	2023-06-11 14:16:22
345	59b5d6e957	25	0.00	10	2023-06-11 14:17:28	2023-06-11 14:17:28
346	59b5d6e957	20	-1.41	10	2023-06-11 14:18:48	2023-06-11 14:18:48
347	20c6cf9b66	17	-2.26	10	2023-06-11 15:54:05	2023-06-11 15:54:05
348	20c6cf9b66	22	-0.85	10	2023-06-11 16:38:51	2023-06-11 16:38:51
349	20c6cf9b66	19	-1.70	10	2023-06-11 19:09:55	2023-06-11 19:09:55
350	59b5d6e957	27	0.57	10	2023-06-12 04:41:34	2023-06-12 04:41:34
351	59b5d6e957	26	0.28	10	2023-06-12 04:43:31	2023-06-12 04:43:31
352	59b5d6e957	17	-2.26	10	2023-06-12 07:33:07	2023-06-12 07:33:07
353	59b5d6e957	24	-0.28	10	2023-06-12 07:34:31	2023-06-12 07:34:31
354	59b5d6e957	19	-1.70	10	2023-06-12 07:36:08	2023-06-12 07:36:08
355	59b5d6e957	19	-1.70	10	2023-06-12 07:37:39	2023-06-12 07:37:39
356	59b5d6e957	21	-1.13	10	2023-06-12 07:38:59	2023-06-12 07:38:59
357	59b5d6e957	22	-0.85	10	2023-06-12 07:40:15	2023-06-12 07:40:15
358	59b5d6e957	20	-1.41	10	2023-06-12 07:41:44	2023-06-12 07:41:44
359	bda1283c07	21	-1.13	10	2023-06-12 09:02:32	2023-06-12 09:02:32
360	59b5d6e957	23	-0.57	10	2023-06-12 09:55:01	2023-06-12 09:55:01
361	59b5d6e957	19	-1.70	10	2023-06-12 09:56:53	2023-06-12 09:56:53
362	59b5d6e957	21	-1.13	10	2023-06-12 09:58:04	2023-06-12 09:58:04
363	33ddebe4c7	21	-1.13	10	2023-06-12 10:28:23	2023-06-12 10:28:23
364	fff8c30e58	25	0.00	10	2023-06-12 13:15:45	2023-06-12 13:15:45
365	20c6cf9b66	26	0.28	10	2023-06-12 19:36:21	2023-06-12 19:36:21
366	59b5d6e957	18	-1.98	10	2023-06-12 21:00:37	2023-06-12 21:00:37
367	59b5d6e957	24	-0.28	10	2023-06-12 21:01:45	2023-06-12 21:01:45
368	59b5d6e957	19	-1.70	10	2023-06-12 21:04:08	2023-06-12 21:04:08
369	59b5d6e957	16	-2.55	10	2023-06-12 21:05:12	2023-06-12 21:05:12
370	59b5d6e957	23	-0.57	10	2023-06-12 21:06:25	2023-06-12 21:06:25
371	59b5d6e957	17	-2.26	10	2023-06-13 05:00:05	2023-06-13 05:00:05
372	59b5d6e957	19	-1.70	10	2023-06-13 05:01:21	2023-06-13 05:01:21
373	59b5d6e957	21	-1.13	10	2023-06-13 05:02:19	2023-06-13 05:02:19
374	59b5d6e957	21	-1.13	10	2023-06-13 05:03:16	2023-06-13 05:03:16
375	59b5d6e957	19	-1.70	10	2023-06-13 05:04:23	2023-06-13 05:04:23
376	fff8c30e58	25	0.00	10	2023-06-13 12:59:26	2023-06-13 12:59:26
377	7d83126d79	21	-1.13	10	2023-06-13 19:06:22	2023-06-13 19:06:22
378	54e9c8b08d	21	-1.13	10	2023-06-14 01:36:35	2023-06-14 01:36:35
379	59b5d6e957	15	-2.83	10	2023-06-14 06:20:50	2023-06-14 06:20:50
380	59b5d6e957	19	-1.70	10	2023-06-14 06:21:57	2023-06-14 06:21:57
381	59b5d6e957	24	-0.28	10	2023-06-14 06:28:07	2023-06-14 06:28:07
382	59b5d6e957	18	-1.98	10	2023-06-14 06:32:31	2023-06-14 06:32:31
383	59b5d6e957	16	-2.55	10	2023-06-14 06:33:29	2023-06-14 06:33:29
384	59b5d6e957	22	-0.85	10	2023-06-14 06:34:36	2023-06-14 06:34:36
385	59b5d6e957	18	-1.98	10	2023-06-14 06:35:41	2023-06-14 06:35:41
386	59b5d6e957	24	-0.28	10	2023-06-14 06:36:35	2023-06-14 06:36:35
387	59b5d6e957	24	-0.28	10	2023-06-14 07:35:38	2023-06-14 07:35:38
388	fff8c30e58	26	0.28	10	2023-06-14 13:40:19	2023-06-14 13:40:19
