id	userid	z	trials	created_at	updated_at
332	551ffb1b22	1.55	20	2023-06-06 12:57:02	2023-06-06 12:57:02
333	fff8c30e58	1.85	20	2023-06-06 14:06:52	2023-06-06 14:06:52
334	fff8c30e58	1.10	20	2023-06-06 14:07:32	2023-06-06 14:07:32
335	fff8c30e58	2.56	20	2023-06-06 14:07:56	2023-06-06 14:07:56
336	fff8c30e58	0.36	20	2023-06-06 14:08:19	2023-06-06 14:08:19
337	fff8c30e58	2.63	20	2023-06-06 14:08:48	2023-06-06 14:08:48
338	e9390c54e4	2.85	20	2023-06-06 17:46:57	2023-06-06 17:46:57
339	2797915e6e	0.77	20	2023-06-06 18:09:25	2023-06-06 18:09:25
340	1309e0c93b	0.67	20	2023-06-06 23:51:23	2023-06-06 23:51:23
341	07d6265486	2.82	20	2023-06-07 02:11:24	2023-06-07 02:11:24
342	6865be8b3a	-0.52	20	2023-06-08 08:20:19	2023-06-08 08:20:19
343	6865be8b3a	0.63	20	2023-06-08 09:06:28	2023-06-08 09:06:28
344	6865be8b3a	0.94	20	2023-06-08 10:07:57	2023-06-08 10:07:57
345	6865be8b3a	-1.46	20	2023-06-08 11:19:09	2023-06-08 11:19:09
346	9252d94eb6	0.91	20	2023-06-08 16:55:16	2023-06-08 16:55:16
347	b18c90c4f5	2.01	20	2023-06-08 18:01:38	2023-06-08 18:01:38
348	40d9d19c86	-1.72	20	2023-06-08 19:32:33	2023-06-08 19:32:33
349	5d400b32c9	0.93	20	2023-06-09 00:08:12	2023-06-09 00:08:12
350	a5311eec87	-0.06	20	2023-06-09 00:52:07	2023-06-09 00:52:07
351	a5311eec87	2.11	20	2023-06-09 00:53:12	2023-06-09 00:53:12
352	9252d94eb6	0.27	20	2023-06-09 01:17:01	2023-06-09 01:17:01
353	20c6cf9b66	-1.16	20	2023-06-09 01:47:55	2023-06-09 01:47:55
354	8d382113e6	1.54	20	2023-06-09 02:18:21	2023-06-09 02:18:21
355	0eba3300a3	0.53	20	2023-06-09 02:19:27	2023-06-09 02:19:27
356	0eba3300a3	1.92	20	2023-06-09 02:43:44	2023-06-09 02:43:44
357	55c781238a	0.47	20	2023-06-09 04:20:10	2023-06-09 04:20:10
358	e80b9d9b0b	-1.09	20	2023-06-09 04:49:35	2023-06-09 04:49:35
359	058e038d81	-0.73	20	2023-06-09 05:12:44	2023-06-09 05:12:44
360	c7391ec6fe	1.71	20	2023-06-09 05:15:22	2023-06-09 05:15:22
361	20c6cf9b66	0.88	20	2023-06-09 06:35:40	2023-06-09 06:35:40
362	0a2441f8cb	1.29	20	2023-06-09 07:30:43	2023-06-09 07:30:43
363	c7391ec6fe	2.98	20	2023-06-09 07:39:50	2023-06-09 07:39:50
364	c7391ec6fe	1.25	20	2023-06-09 07:41:10	2023-06-09 07:41:10
365	c7391ec6fe	1.54	20	2023-06-09 07:43:00	2023-06-09 07:43:00
366	c7391ec6fe	2.72	20	2023-06-09 07:45:00	2023-06-09 07:45:00
367	c7391ec6fe	1.76	20	2023-06-09 08:08:32	2023-06-09 08:08:32
368	c7391ec6fe	1.44	20	2023-06-09 08:31:24	2023-06-09 08:31:24
369	c7391ec6fe	2.58	20	2023-06-09 08:37:15	2023-06-09 08:37:15
370	c7391ec6fe	1.20	20	2023-06-09 08:51:27	2023-06-09 08:51:27
371	c7391ec6fe	1.72	20	2023-06-09 08:54:45	2023-06-09 08:54:45
372	3a580f1422	-0.38	20	2023-06-09 08:59:51	2023-06-09 08:59:51
373	52b84ac23f	0.08	20	2023-06-09 09:50:54	2023-06-09 09:50:54
374	80533c2558	2.20	20	2023-06-09 10:31:40	2023-06-09 10:31:40
375	8f75ebcd08	1.23	20	2023-06-09 10:58:03	2023-06-09 10:58:03
376	551ffb1b22	0.89	20	2023-06-09 11:02:42	2023-06-09 11:02:42
377	36599c7eff	2.01	20	2023-06-09 11:34:07	2023-06-09 11:34:07
378	ddd11f4e60	1.93	20	2023-06-09 11:59:45	2023-06-09 11:59:45
379	945e8bb049	0.09	20	2023-06-09 12:11:24	2023-06-09 12:11:24
380	945e8bb049	-1.36	20	2023-06-09 12:14:30	2023-06-09 12:14:30
381	37b1202ffb	0.06	20	2023-06-09 12:55:18	2023-06-09 12:55:18
382	c7391ec6fe	1.70	20	2023-06-09 13:14:59	2023-06-09 13:14:59
383	c7391ec6fe	0.65	20	2023-06-09 13:17:29	2023-06-09 13:17:29
384	c7391ec6fe	0.22	20	2023-06-09 13:19:37	2023-06-09 13:19:37
385	c7391ec6fe	2.15	20	2023-06-09 13:21:33	2023-06-09 13:21:33
386	c7391ec6fe	2.27	20	2023-06-09 13:37:43	2023-06-09 13:37:43
387	fff8c30e58	2.58	20	2023-06-09 14:12:35	2023-06-09 14:12:35
388	551ffb1b22	1.36	20	2023-06-09 15:25:49	2023-06-09 15:25:49
389	a2f7c8fcb0	1.31	20	2023-06-09 15:50:11	2023-06-09 15:50:11
390	20c6cf9b66	1.81	20	2023-06-09 17:32:00	2023-06-09 17:32:00
391	8f75ebcd08	2.75	20	2023-06-09 17:43:55	2023-06-09 17:43:55
392	59b5d6e957	2.19	20	2023-06-09 17:48:29	2023-06-09 17:48:29
393	2d87584287	1.13	20	2023-06-09 19:16:42	2023-06-09 19:16:42
394	20c6cf9b66	0.56	20	2023-06-09 20:32:02	2023-06-09 20:32:02
395	4f4adcbf8c	0.31	20	2023-06-09 20:50:49	2023-06-09 20:50:49
396	20c6cf9b66	0.54	20	2023-06-09 20:57:41	2023-06-09 20:57:41
397	82d9256209	1.09	20	2023-06-09 21:21:16	2023-06-09 21:21:16
398	476599a230	0.68	20	2023-06-09 21:43:25	2023-06-09 21:43:25
399	d2f9efba65	0.84	20	2023-06-09 22:52:07	2023-06-09 22:52:07
400	0f90e85205	1.95	20	2023-06-09 23:38:14	2023-06-09 23:38:14
401	6e6f826db5	1.27	20	2023-06-09 23:57:42	2023-06-09 23:57:42
402	20c6cf9b66	1.62	20	2023-06-10 00:40:47	2023-06-10 00:40:47
403	d66d90b56a	1.35	20	2023-06-10 00:42:32	2023-06-10 00:42:32
404	eb2bfb01f6	-0.37	20	2023-06-10 03:23:57	2023-06-10 03:23:57
405	eb2bfb01f6	0.07	20	2023-06-10 03:24:38	2023-06-10 03:24:38
406	eb2bfb01f6	1.13	20	2023-06-10 03:25:18	2023-06-10 03:25:18
407	eb2bfb01f6	0.23	20	2023-06-10 03:25:50	2023-06-10 03:25:50
408	eb2bfb01f6	1.04	20	2023-06-10 03:26:23	2023-06-10 03:26:23
409	eb2bfb01f6	1.13	20	2023-06-10 03:26:56	2023-06-10 03:26:56
410	8cc2bc8742	-0.10	20	2023-06-10 05:51:10	2023-06-10 05:51:10
411	59b5d6e957	1.27	20	2023-06-10 12:09:33	2023-06-10 12:09:33
412	59b5d6e957	1.82	20	2023-06-10 12:10:42	2023-06-10 12:10:42
413	59b5d6e957	1.05	20	2023-06-10 15:18:34	2023-06-10 15:18:34
414	59b5d6e957	2.37	20	2023-06-10 15:19:33	2023-06-10 15:19:33
415	1ace86a860	0.83	20	2023-06-10 19:27:09	2023-06-10 19:27:09
416	59b5d6e957	0.87	20	2023-06-10 19:45:00	2023-06-10 19:45:00
417	59b5d6e957	0.53	20	2023-06-10 19:51:56	2023-06-10 19:51:56
418	283f666c49	0.97	20	2023-06-10 19:57:21	2023-06-10 19:57:21
419	2d75bac27a	0.77	20	2023-06-10 21:21:32	2023-06-10 21:21:32
420	8c0e8dcf0f	0.65	20	2023-06-10 23:28:22	2023-06-10 23:28:22
421	59b5d6e957	0.83	20	2023-06-11 04:17:54	2023-06-11 04:17:54
422	59b5d6e957	1.98	20	2023-06-11 04:18:47	2023-06-11 04:18:47
423	20c6cf9b66	1.45	20	2023-06-11 04:19:00	2023-06-11 04:19:00
424	59b5d6e957	0.60	20	2023-06-11 04:20:03	2023-06-11 04:20:03
425	20c6cf9b66	-0.88	20	2023-06-11 04:25:12	2023-06-11 04:25:12
426	59b5d6e957	-0.28	20	2023-06-11 04:35:34	2023-06-11 04:35:34
427	59b5d6e957	0.69	20	2023-06-11 04:36:21	2023-06-11 04:36:21
428	59b5d6e957	1.74	20	2023-06-11 04:36:54	2023-06-11 04:36:54
429	236545b4bc	1.00	20	2023-06-11 08:18:23	2023-06-11 08:18:23
430	59b5d6e957	0.57	20	2023-06-11 11:25:23	2023-06-11 11:25:23
431	20c6cf9b66	-0.77	20	2023-06-11 15:49:24	2023-06-11 15:49:24
432	20c6cf9b66	-0.10	20	2023-06-11 16:01:58	2023-06-11 16:01:58
433	20c6cf9b66	-0.58	20	2023-06-11 16:02:37	2023-06-11 16:02:37
434	20c6cf9b66	0.59	20	2023-06-11 16:03:13	2023-06-11 16:03:13
435	20c6cf9b66	1.99	20	2023-06-11 16:04:05	2023-06-11 16:04:05
436	20c6cf9b66	0.18	20	2023-06-11 16:04:44	2023-06-11 16:04:44
437	20c6cf9b66	0.62	20	2023-06-11 16:05:20	2023-06-11 16:05:20
438	20c6cf9b66	2.47	20	2023-06-11 16:06:16	2023-06-11 16:06:16
439	20c6cf9b66	1.99	20	2023-06-11 16:07:02	2023-06-11 16:07:02
440	20c6cf9b66	-0.68	20	2023-06-11 16:14:38	2023-06-11 16:14:38
441	20c6cf9b66	-0.58	20	2023-06-11 16:37:13	2023-06-11 16:37:13
442	20c6cf9b66	0.61	20	2023-06-11 16:58:31	2023-06-11 16:58:31
443	20c6cf9b66	-0.78	20	2023-06-11 17:00:09	2023-06-11 17:00:09
444	e9390c54e4	-0.80	20	2023-06-11 18:20:28	2023-06-11 18:20:28
445	20c6cf9b66	0.44	20	2023-06-11 19:12:52	2023-06-11 19:12:52
446	3c238f8339	0.39	20	2023-06-12 00:56:41	2023-06-12 00:56:41
447	3c238f8339	-0.72	20	2023-06-12 00:57:21	2023-06-12 00:57:21
448	59b5d6e957	1.54	20	2023-06-12 04:26:10	2023-06-12 04:26:10
449	59b5d6e957	1.33	20	2023-06-12 04:27:00	2023-06-12 04:27:00
450	59b5d6e957	0.69	20	2023-06-12 04:45:44	2023-06-12 04:45:44
451	59b5d6e957	0.93	20	2023-06-12 07:43:36	2023-06-12 07:43:36
452	8a2808b850	-0.37	20	2023-06-12 08:47:38	2023-06-12 08:47:38
453	bda1283c07	0.92	20	2023-06-12 08:54:51	2023-06-12 08:54:51
454	9e6cd99660	-0.98	20	2023-06-12 13:04:06	2023-06-12 13:04:06
455	fff8c30e58	1.79	20	2023-06-12 13:24:21	2023-06-12 13:24:21
456	20c6cf9b66	0.94	20	2023-06-12 19:41:28	2023-06-12 19:41:28
457	4b0d1303da	-1.84	20	2023-06-12 20:05:52	2023-06-12 20:05:52
458	1309e0c93b	-0.18	20	2023-06-12 20:48:49	2023-06-12 20:48:49
459	1309e0c93b	-0.67	20	2023-06-12 20:54:56	2023-06-12 20:54:56
460	1309e0c93b	0.44	20	2023-06-12 20:55:50	2023-06-12 20:55:50
461	1309e0c93b	1.28	20	2023-06-12 20:56:39	2023-06-12 20:56:39
462	1309e0c93b	0.12	20	2023-06-12 20:57:24	2023-06-12 20:57:24
463	1309e0c93b	0.82	20	2023-06-12 20:58:09	2023-06-12 20:58:09
464	1309e0c93b	-0.49	20	2023-06-12 20:58:51	2023-06-12 20:58:51
465	1309e0c93b	0.71	20	2023-06-12 20:59:36	2023-06-12 20:59:36
466	1309e0c93b	1.20	20	2023-06-12 21:00:16	2023-06-12 21:00:16
467	1309e0c93b	1.78	20	2023-06-12 21:00:58	2023-06-12 21:00:58
468	1309e0c93b	-0.59	20	2023-06-12 21:01:42	2023-06-12 21:01:42
469	1309e0c93b	0.37	20	2023-06-12 21:07:03	2023-06-12 21:07:03
470	59b5d6e957	1.68	20	2023-06-12 21:11:27	2023-06-12 21:11:27
471	59b5d6e957	1.89	20	2023-06-12 21:15:36	2023-06-12 21:15:36
472	59b5d6e957	1.09	20	2023-06-13 04:48:13	2023-06-13 04:48:13
473	59b5d6e957	1.23	20	2023-06-13 04:49:12	2023-06-13 04:49:12
474	59b5d6e957	1.42	20	2023-06-13 05:09:14	2023-06-13 05:09:14
475	f519e5e8ad	1.63	20	2023-06-13 05:32:54	2023-06-13 05:32:54
476	59b5d6e957	2.15	20	2023-06-13 06:34:49	2023-06-13 06:34:49
477	551ffb1b22	2.10	20	2023-06-13 13:33:04	2023-06-13 13:33:04
478	7d83126d79	1.67	20	2023-06-13 17:24:08	2023-06-13 17:24:08
479	65fc3500be	0.70	20	2023-06-13 23:30:37	2023-06-13 23:30:37
480	54e9c8b08d	-1.56	20	2023-06-14 01:38:10	2023-06-14 01:38:10
481	59b5d6e957	2.02	20	2023-06-14 05:30:15	2023-06-14 05:30:15
482	59b5d6e957	1.69	20	2023-06-14 05:31:02	2023-06-14 05:31:02
483	59b5d6e957	1.16	20	2023-06-14 05:32:14	2023-06-14 05:32:14
484	59b5d6e957	1.81	20	2023-06-14 06:19:26	2023-06-14 06:19:26
485	59b5d6e957	0.72	20	2023-06-14 07:37:37	2023-06-14 07:37:37
