id	userid	odds	hits	z	trials	created_at	updated_at
268	e875dfd59e	0.25958023968945	3	-0.56	20	2023-05-29 04:32:09	2023-05-29 04:32:09
269	fff8c30e58	1.7001358506854	5	0.56	20	2023-05-29 13:18:45	2023-05-29 13:18:45
270	fff8c30e58	0.25958023968945	3	-0.56	20	2023-05-29 13:19:10	2023-05-29 13:19:10
271	fff8c30e58	1.7001358506854	5	0.56	20	2023-05-29 13:19:32	2023-05-29 13:19:32
272	fff8c30e58	4.1074553824682	6	1.12	20	2023-05-29 13:19:54	2023-05-29 13:19:54
273	bd86b078cc	1.7001358506854	5	0.56	20	2023-05-29 21:47:55	2023-05-29 21:47:55
274	d40dfacc09	1.7001358506854	5	0.56	20	2023-05-30 00:18:57	2023-05-30 00:18:57
275	d40dfacc09	0.6990877008995	4	0.00	20	2023-05-30 00:20:13	2023-05-30 00:20:13
276	d40dfacc09	0.6990877008995	4	0.00	20	2023-05-30 00:21:35	2023-05-30 00:21:35
277	d40dfacc09	0.25958023968945	3	-0.56	20	2023-05-30 00:23:01	2023-05-30 00:23:01
278	fff8c30e58	0.25958023968945	3	-0.56	20	2023-05-30 14:00:26	2023-05-30 14:00:26
279	fff8c30e58	0.25958023968945	3	-0.56	20	2023-05-30 14:00:56	2023-05-30 14:00:56
280	fff8c30e58	1.7001358506854	5	0.56	20	2023-05-30 14:01:20	2023-05-30 14:01:20
281	fff8c30e58	0.25958023968945	3	-0.56	20	2023-05-30 14:01:44	2023-05-30 14:01:44
282	fff8c30e58	4.1074553824682	6	1.12	20	2023-05-30 14:02:04	2023-05-30 14:02:04
283	82d9256209	0.074316130151886	2	-1.12	20	2023-05-30 18:01:39	2023-05-30 18:01:39
284	ae50750d2f	0.1	7	1.68	20	2023-05-30 18:30:01	2023-05-30 18:30:01
285	fff8c30e58	0.6990877008995	4	0.00	20	2023-05-31 14:39:47	2023-05-31 14:39:47
286	fff8c30e58	0.6990877008995	4	0.00	20	2023-05-31 14:40:14	2023-05-31 14:40:14
287	bdccdd5b23	0.25958023968945	3	-0.56	20	2023-05-31 19:02:50	2023-05-31 19:02:50
288	bdccdd5b23	0.6990877008995	4	0.00	20	2023-05-31 19:06:24	2023-05-31 19:06:24
289	2e006b735f	0.25958023968945	3	-0.56	20	2023-06-01 13:57:22	2023-06-01 13:57:22
290	fff8c30e58	0.074316130151885	2	-1.12	20	2023-06-01 15:02:24	2023-06-01 15:02:24
291	fff8c30e58	0.25958023968945	3	-0.56	20	2023-06-01 15:02:48	2023-06-01 15:02:48
292	fff8c30e58	0.25958023968945	3	-0.56	20	2023-06-01 15:03:41	2023-06-01 15:03:41
293	fff8c30e58	0.6990877008995	4	0.00	20	2023-06-01 15:04:08	2023-06-01 15:04:08
294	fff8c30e58	4.1074553824682	6	1.12	20	2023-06-01 15:04:43	2023-06-01 15:04:43
295	e62733e006	0.1	8	2.24	20	2023-06-01 15:34:07	2023-06-01 15:34:07
296	6c49d1f204	0.6990877008995	4	0.00	20	2023-06-01 22:32:25	2023-06-01 22:32:25
297	d2dd8d1064	0.6990877008995	4	0.00	20	2023-06-01 22:49:50	2023-06-01 22:49:50
298	d2dd8d1064	0.6990877008995	4	0.00	20	2023-06-01 22:51:16	2023-06-01 22:51:16
299	0dd2d9fdd1	0.25958023968945	3	-0.56	20	2023-06-01 23:37:48	2023-06-01 23:37:48
300	0dd2d9fdd1	0.074316130151885	2	-1.12	20	2023-06-01 23:39:35	2023-06-01 23:39:35
301	62b3e910b4	0.1	7	1.68	20	2023-06-01 23:40:27	2023-06-01 23:40:27
302	a33cc7a134	0.25958023968945	3	-0.56	20	2023-06-01 23:48:19	2023-06-01 23:48:19
303	a59b028548	1.7001358506854	5	0.56	20	2023-06-02 00:13:16	2023-06-02 00:13:16
304	d66d90b56a	1.7001358506854	5	0.56	20	2023-06-02 00:20:46	2023-06-02 00:20:46
305	07d6265486	0.6990877008995	4	0.00	20	2023-06-02 00:44:18	2023-06-02 00:44:18
306	07d6265486	0.6990877008995	4	0.00	20	2023-06-02 00:51:20	2023-06-02 00:51:20
307	07d6265486	0.25958023968945	3	-0.56	20	2023-06-02 01:38:01	2023-06-02 01:38:01
308	2446d585aa	0.011663688215737	1	-1.68	20	2023-06-02 01:38:10	2023-06-02 01:38:10
309	2446d585aa	0.6990877008995	4	0.00	20	2023-06-02 01:38:48	2023-06-02 01:38:48
310	2446d585aa	4.1074553824682	6	1.12	20	2023-06-02 01:40:01	2023-06-02 01:40:01
311	2446d585aa	4.1074553824682	6	1.12	20	2023-06-02 02:09:53	2023-06-02 02:09:53
312	07d6265486	0.074316130151886	2	-1.12	20	2023-06-02 03:34:54	2023-06-02 03:34:54
313	b18c90c4f5	0.6990877008995	4	0.00	20	2023-06-02 04:01:17	2023-06-02 04:01:17
314	73edb425b7	4.1074553824682	6	1.12	20	2023-06-02 05:34:28	2023-06-02 05:34:28
315	73edb425b7	0.1	7	1.68	20	2023-06-02 06:54:09	2023-06-02 06:54:09
316	36599c7eff	4.1074553824682	6	1.12	20	2023-06-02 09:09:04	2023-06-02 09:09:04
317	9eb0d040ef	0.6990877008995	4	0.00	20	2023-06-02 09:09:20	2023-06-02 09:09:20
318	9eb0d040ef	0.1	8	2.24	20	2023-06-02 09:11:55	2023-06-02 09:11:55
319	d66d90b56a	0.6990877008995	4	0.00	20	2023-06-02 11:11:28	2023-06-02 11:11:28
320	07d6265486	4.1074553824682	6	1.12	20	2023-06-02 12:01:40	2023-06-02 12:01:40
321	07d6265486	0.25958023968945	3	-0.56	20	2023-06-02 12:22:25	2023-06-02 12:22:25
322	36599c7eff	0.6990877008995	4	0.00	20	2023-06-02 14:04:22	2023-06-02 14:04:22
323	fff8c30e58	0.074316130151885	2	-1.12	20	2023-06-02 14:43:31	2023-06-02 14:43:31
324	fff8c30e58	0.25958023968945	3	-0.56	20	2023-06-02 14:43:58	2023-06-02 14:43:58
325	d2dd8d1064	0.25958023968945	3	-0.56	20	2023-06-02 14:44:17	2023-06-02 14:44:17
326	fff8c30e58	0.25958023968945	3	-0.56	20	2023-06-02 14:44:25	2023-06-02 14:44:25
327	d2dd8d1064	1.7001358506854	5	0.56	20	2023-06-02 14:44:49	2023-06-02 14:44:49
328	fff8c30e58	0.25958023968945	3	-0.56	20	2023-06-02 14:45:04	2023-06-02 14:45:04
329	d2dd8d1064	0.6990877008995	4	0.00	20	2023-06-02 14:45:19	2023-06-02 14:45:19
330	fff8c30e58	0.1	7	1.68	20	2023-06-02 14:45:24	2023-06-02 14:45:24
331	d2dd8d1064	0.6990877008995	4	0.00	20	2023-06-02 14:45:46	2023-06-02 14:45:46
332	d2dd8d1064	1.7001358506854	5	0.56	20	2023-06-02 14:46:35	2023-06-02 14:46:35
333	6cdaf642e1	1.7001358506854	5	0.56	20	2023-06-02 14:46:51	2023-06-02 14:46:51
334	d2dd8d1064	0.6990877008995	4	0.00	20	2023-06-02 14:47:02	2023-06-02 14:47:02
335	d2dd8d1064	0.1	8	2.24	20	2023-06-02 14:47:24	2023-06-02 14:47:24
336	d2dd8d1064	1.7001358506854	5	0.56	20	2023-06-02 14:47:49	2023-06-02 14:47:49
337	d2dd8d1064	4.1074553824682	6	1.12	20	2023-06-02 14:48:17	2023-06-02 14:48:17
338	d2dd8d1064	0.6990877008995	4	0.00	20	2023-06-02 14:48:39	2023-06-02 14:48:39
339	d2dd8d1064	4.1074553824682	6	1.12	20	2023-06-02 14:54:10	2023-06-02 14:54:10
340	f7682feb82	0.011663688215737	1	-1.68	20	2023-06-02 15:57:26	2023-06-02 15:57:26
341	07d6265486	0.25958023968945	3	-0.56	20	2023-06-02 16:14:19	2023-06-02 16:14:19
342	9eb0d040ef	0.25958023968945	3	-0.56	20	2023-06-02 17:01:33	2023-06-02 17:01:33
343	9eb0d040ef	0.25958023968945	3	-0.56	20	2023-06-02 17:03:30	2023-06-02 17:03:30
344	9eb0d040ef	0.25958023968945	3	-0.56	20	2023-06-02 17:05:27	2023-06-02 17:05:27
345	9eb0d040ef	1.7001358506854	5	0.56	20	2023-06-02 17:11:12	2023-06-02 17:11:12
346	6f96fabae3	0.074316130151886	2	-1.12	20	2023-06-02 17:24:07	2023-06-02 17:24:07
347	2446d585aa	0.25958023968945	3	-0.56	20	2023-06-02 17:34:06	2023-06-02 17:34:06
348	9eb0d040ef	0.6990877008995	4	0.00	20	2023-06-02 17:36:41	2023-06-02 17:36:41
349	9eb0d040ef	1.7001358506854	5	0.56	20	2023-06-02 17:38:38	2023-06-02 17:38:38
350	9eb0d040ef	0.25958023968945	3	-0.56	20	2023-06-02 17:45:07	2023-06-02 17:45:07
351	9eb0d040ef	4.1074553824682	6	1.12	20	2023-06-02 17:46:37	2023-06-02 17:46:37
352	9eb0d040ef	1.7001358506854	5	0.56	20	2023-06-02 17:48:32	2023-06-02 17:48:32
353	9eb0d040ef	0.1	7	1.68	20	2023-06-02 17:50:01	2023-06-02 17:50:01
354	07d6265486	0.25958023968945	3	-0.56	20	2023-06-02 17:59:51	2023-06-02 17:59:51
355	9eb0d040ef	0.074316130151886	2	-1.12	20	2023-06-02 18:16:44	2023-06-02 18:16:44
356	07d6265486	0.25958023968945	3	-0.56	20	2023-06-02 18:24:24	2023-06-02 18:24:24
357	07d6265486	4.1074553824682	6	1.12	20	2023-06-03 01:19:32	2023-06-03 01:19:32
358	1309e0c93b	0.074316130151885	2	-1.12	20	2023-06-03 01:35:02	2023-06-03 01:35:02
359	ff55040f59	0.1	7	1.68	20	2023-06-03 05:30:27	2023-06-03 05:30:27
360	ff55040f59	0.011663688215737	1	-1.68	20	2023-06-03 07:03:39	2023-06-03 07:03:39
361	ff55040f59	0.1	7	1.68	20	2023-06-03 07:49:10	2023-06-03 07:49:10
362	9eb0d040ef	0.1	8	2.24	20	2023-06-03 08:01:33	2023-06-03 08:01:33
363	fff8c30e58	0.6990877008995	4	0.00	20	2023-06-03 12:58:13	2023-06-03 12:58:13
364	fff8c30e58	0.25958023968945	3	-0.56	20	2023-06-03 12:58:44	2023-06-03 12:58:44
365	fff8c30e58	0.1	7	1.68	20	2023-06-03 12:59:10	2023-06-03 12:59:10
366	07d6265486	0.25958023968945	3	-0.56	20	2023-06-03 14:20:03	2023-06-03 14:20:03
367	72a7d4d47b	0.25958023968945	3	-0.56	20	2023-06-03 14:58:54	2023-06-03 14:58:54
368	b68f6fe9a2	0.6990877008995	4	0.00	20	2023-06-03 18:57:01	2023-06-03 18:57:01
369	b68f6fe9a2	4.1074553824682	6	1.12	20	2023-06-03 18:59:38	2023-06-03 18:59:38
370	b68f6fe9a2	0.011663688215737	1	-1.68	20	2023-06-03 19:01:44	2023-06-03 19:01:44
371	b68f6fe9a2	1.7001358506854	5	0.56	20	2023-06-03 19:03:49	2023-06-03 19:03:49
372	b68f6fe9a2	0.1	7	1.68	20	2023-06-03 19:06:10	2023-06-03 19:06:10
373	b68f6fe9a2	0.6990877008995	4	0.00	20	2023-06-03 19:08:20	2023-06-03 19:08:20
374	b68f6fe9a2	0.074316130151886	2	-1.12	20	2023-06-03 19:10:11	2023-06-03 19:10:11
375	b68f6fe9a2	4.1074553824682	6	1.12	20	2023-06-03 19:11:18	2023-06-03 19:11:18
376	b68f6fe9a2	0.6990877008995	4	0.00	20	2023-06-03 19:12:21	2023-06-03 19:12:21
377	b68f6fe9a2	0.074316130151886	2	-1.12	20	2023-06-03 19:13:14	2023-06-03 19:13:14
378	b68f6fe9a2	0.6990877008995	4	0.00	20	2023-06-03 19:14:04	2023-06-03 19:14:04
379	1309e0c93b	0.1	7	1.68	20	2023-06-03 21:30:42	2023-06-03 21:30:42
380	2e006b735f	0.1	7	1.68	20	2023-06-04 00:30:38	2023-06-04 00:30:38
381	72a7d4d47b	1.7001358506854	5	0.56	20	2023-06-04 08:00:16	2023-06-04 08:00:16
382	73edb425b7	0.1	7	1.68	20	2023-06-04 08:54:37	2023-06-04 08:54:37
383	fff8c30e58	1.7001358506854	5	0.56	20	2023-06-04 14:08:43	2023-06-04 14:08:43
384	fff8c30e58	0.6990877008995	4	0.00	20	2023-06-04 14:09:07	2023-06-04 14:09:07
385	fff8c30e58	0.011663688215736	1	-1.68	20	2023-06-04 14:09:36	2023-06-04 14:09:36
386	fff8c30e58	1.7001358506854	5	0.56	20	2023-06-04 14:10:03	2023-06-04 14:10:03
387	fff8c30e58	0.074316130151885	2	-1.12	20	2023-06-04 14:10:34	2023-06-04 14:10:34
388	fff8c30e58	0.011663688215736	1	-1.68	20	2023-06-04 14:11:04	2023-06-04 14:11:04
389	fff8c30e58	0.6990877008995	4	0.00	20	2023-06-04 14:11:28	2023-06-04 14:11:28
390	fff8c30e58	0.25958023968945	3	-0.56	20	2023-06-04 14:12:04	2023-06-04 14:12:04
391	6f96fabae3	0.074316130151886	2	-1.12	20	2023-06-04 18:20:25	2023-06-04 18:20:25
392	07d6265486	1.7001358506854	5	0.56	20	2023-06-05 02:20:23	2023-06-05 02:20:23
393	55c781238a	0.074316130151885	2	-1.12	20	2023-06-05 03:09:46	2023-06-05 03:09:46
394	65fc3500be	1.7001358506854	5	0.56	20	2023-06-05 10:54:22	2023-06-05 10:54:22
395	fff8c30e58	0.074316130151885	2	-1.12	20	2023-06-05 14:01:16	2023-06-05 14:01:16
396	fff8c30e58	0.6990877008995	4	0.00	20	2023-06-05 14:01:37	2023-06-05 14:01:37
397	fff8c30e58	0.25958023968945	3	-0.56	20	2023-06-05 14:02:01	2023-06-05 14:02:01
398	fff8c30e58	0.25958023968945	3	-0.56	20	2023-06-05 14:02:27	2023-06-05 14:02:27
399	fff8c30e58	0.074316130151885	2	-1.12	20	2023-06-05 14:02:50	2023-06-05 14:02:50
400	fff8c30e58	0.074316130151885	2	-1.12	20	2023-06-05 14:03:26	2023-06-05 14:03:26
401	72a7d4d47b	1.7001358506854	5	0.56	20	2023-06-05 17:11:57	2023-06-05 17:11:57
402	3a368818b7	0.011663688215737	1	-1.68	20	2023-06-05 17:59:53	2023-06-05 17:59:53
403	3a368818b7	4.1074553824682	6	1.12	20	2023-06-05 18:02:22	2023-06-05 18:02:22
404	6c49d1f204	0.1	8	2.24	20	2023-06-06 06:53:24	2023-06-06 06:53:24
405	551ffb1b22	0.25958023968945	3	-0.56	20	2023-06-06 12:53:45	2023-06-06 12:53:45
406	0eba3300a3	0.074316130151886	2	-1.12	20	2023-06-06 13:51:37	2023-06-06 13:51:37
407	fff8c30e58	0.1	8	2.24	20	2023-06-06 14:05:02	2023-06-06 14:05:02
408	e9390c54e4	1.7001358506854	5	0.56	20	2023-06-06 17:38:03	2023-06-06 17:38:03
409	2797915e6e	0.25958023968945	3	-0.56	20	2023-06-06 18:06:55	2023-06-06 18:06:55
410	1309e0c93b	0.25958023968945	3	-0.56	20	2023-06-06 23:50:00	2023-06-06 23:50:00
411	07d6265486	0.6990877008995	4	0.00	20	2023-06-07 02:12:56	2023-06-07 02:12:56
412	fff8c30e58	1.7001358506854	5	0.56	20	2023-06-07 14:00:35	2023-06-07 14:00:35
413	fff8c30e58	0.074316130151885	2	-1.12	20	2023-06-07 14:01:15	2023-06-07 14:01:15
414	fff8c30e58	0.25958023968945	3	-0.56	20	2023-06-07 14:01:43	2023-06-07 14:01:43
415	fff8c30e58	1.7001358506854	5	0.56	20	2023-06-07 14:02:11	2023-06-07 14:02:11
416	fff8c30e58	0.6990877008995	4	0.00	20	2023-06-07 14:02:34	2023-06-07 14:02:34
417	fff8c30e58	0.011663688215736	1	-1.68	20	2023-06-07 14:03:00	2023-06-07 14:03:00
418	fff8c30e58	0.1	8	2.24	20	2023-06-07 14:03:23	2023-06-07 14:03:23
419	6865be8b3a	0.074316130151886	2	-1.12	20	2023-06-08 07:55:10	2023-06-08 07:55:10
420	6865be8b3a	0.1	9	2.80	20	2023-06-08 09:29:59	2023-06-08 09:29:59
421	6865be8b3a	0.6990877008995	4	0.00	20	2023-06-08 11:11:43	2023-06-08 11:11:43
422	fff8c30e58	0.074316130151885	2	-1.12	20	2023-06-08 14:10:58	2023-06-08 14:10:58
423	fff8c30e58	0.074316130151885	2	-1.12	20	2023-06-08 14:11:33	2023-06-08 14:11:33
424	fff8c30e58	1.7001358506854	5	0.56	20	2023-06-08 14:12:38	2023-06-08 14:12:38
425	9252d94eb6	0.25958023968945	3	-0.56	20	2023-06-08 16:51:05	2023-06-08 16:51:05
426	b18c90c4f5	0.011663688215736	1	-1.68	20	2023-06-08 17:58:35	2023-06-08 17:58:35
427	40d9d19c86	0.25958023968945	3	-0.56	20	2023-06-08 19:28:30	2023-06-08 19:28:30
428	5d400b32c9	0.011663688215737	1	-1.68	20	2023-06-09 00:03:29	2023-06-09 00:03:29
429	a5311eec87	4.1074553824682	6	1.12	20	2023-06-09 00:19:21	2023-06-09 00:19:21
430	9252d94eb6	0.074316130151886	2	-1.12	20	2023-06-09 01:14:46	2023-06-09 01:14:46
431	20c6cf9b66	1.7001358506854	5	0.56	20	2023-06-09 01:44:25	2023-06-09 01:44:25
432	70060b0cc2	4.1074553824682	6	1.12	20	2023-06-09 02:04:13	2023-06-09 02:04:13
433	70060b0cc2	0.074316130151885	2	-1.12	20	2023-06-09 02:05:35	2023-06-09 02:05:35
434	8d382113e6	1.7001358506854	5	0.56	20	2023-06-09 02:12:19	2023-06-09 02:12:19
435	0eba3300a3	0.25958023968945	3	-0.56	20	2023-06-09 02:15:17	2023-06-09 02:15:17
436	55c781238a	0.6990877008995	4	0.00	20	2023-06-09 04:18:03	2023-06-09 04:18:03
437	e80b9d9b0b	0.074316130151886	2	-1.12	20	2023-06-09 04:47:23	2023-06-09 04:47:23
438	058e038d81	1.7001358506854	5	0.56	20	2023-06-09 05:09:28	2023-06-09 05:09:28
439	c7391ec6fe	4.1074553824682	6	1.12	20	2023-06-09 05:10:38	2023-06-09 05:10:38
440	20c6cf9b66	1.7001358506854	5	0.56	20	2023-06-09 06:33:46	2023-06-09 06:33:46
441	0a2441f8cb	4.1074553824682	6	1.12	20	2023-06-09 07:25:16	2023-06-09 07:25:16
442	c7391ec6fe	4.1074553824682	6	1.12	20	2023-06-09 08:06:25	2023-06-09 08:06:25
443	3a580f1422	1.7001358506854	5	0.56	20	2023-06-09 08:56:57	2023-06-09 08:56:57
444	52b84ac23f	0.25958023968945	3	-0.56	20	2023-06-09 09:49:00	2023-06-09 09:49:00
445	80533c2558	1.7001358506854	5	0.56	20	2023-06-09 10:28:49	2023-06-09 10:28:49
446	8f75ebcd08	0.6990877008995	4	0.00	20	2023-06-09 10:56:10	2023-06-09 10:56:10
447	551ffb1b22	-0.0000000000000011102230246252	0	-2.24	20	2023-06-09 10:59:36	2023-06-09 10:59:36
448	551ffb1b22	0.25958023968945	3	-0.56	20	2023-06-09 11:08:30	2023-06-09 11:08:30
449	551ffb1b22	1.7001358506854	5	0.56	20	2023-06-09 11:09:27	2023-06-09 11:09:27
450	551ffb1b22	0.1	8	2.24	20	2023-06-09 11:10:29	2023-06-09 11:10:29
451	551ffb1b22	0.1	9	2.80	20	2023-06-09 11:11:32	2023-06-09 11:11:32
452	551ffb1b22	0.1	7	1.68	20	2023-06-09 11:12:32	2023-06-09 11:12:32
453	52b84ac23f	0.25958023968945	3	-0.56	20	2023-06-09 11:12:43	2023-06-09 11:12:43
454	551ffb1b22	0.6990877008995	4	0.00	20	2023-06-09 11:13:31	2023-06-09 11:13:31
455	36599c7eff	0.074316130151886	2	-1.12	20	2023-06-09 11:30:24	2023-06-09 11:30:24
456	945e8bb049	0.1	8	2.24	20	2023-06-09 11:51:11	2023-06-09 11:51:11
457	ddd11f4e60	0.6990877008995	4	0.00	20	2023-06-09 11:53:18	2023-06-09 11:53:18
458	37b1202ffb	1.7001358506854	5	0.56	20	2023-06-09 12:54:08	2023-06-09 12:54:08
459	c7391ec6fe	1.7001358506854	5	0.56	20	2023-06-09 12:59:24	2023-06-09 12:59:24
460	c7391ec6fe	0.6990877008995	4	0.00	20	2023-06-09 13:02:44	2023-06-09 13:02:44
461	c7391ec6fe	0.074316130151885	2	-1.12	20	2023-06-09 13:06:03	2023-06-09 13:06:03
462	c7391ec6fe	0.25958023968945	3	-0.56	20	2023-06-09 13:09:51	2023-06-09 13:09:51
463	c7391ec6fe	0.25958023968945	3	-0.56	20	2023-06-09 13:12:06	2023-06-09 13:12:06
464	fff8c30e58	0.6990877008995	4	0.00	20	2023-06-09 14:10:39	2023-06-09 14:10:39
465	fff8c30e58	0.25958023968945	3	-0.56	20	2023-06-09 14:11:25	2023-06-09 14:11:25
466	fff8c30e58	0.074316130151885	2	-1.12	20	2023-06-09 14:11:55	2023-06-09 14:11:55
467	551ffb1b22	0.074316130151886	2	-1.12	20	2023-06-09 15:22:50	2023-06-09 15:22:50
468	a2f7c8fcb0	1.7001358506854	5	0.56	20	2023-06-09 15:46:21	2023-06-09 15:46:21
469	20c6cf9b66	0.1	7	1.68	20	2023-06-09 17:30:15	2023-06-09 17:30:15
470	8f75ebcd08	0.25958023968945	3	-0.56	20	2023-06-09 17:41:52	2023-06-09 17:41:52
471	59b5d6e957	1.7001358506854	5	0.56	20	2023-06-09 17:46:53	2023-06-09 17:46:53
472	2d87584287	0.1	7	1.68	20	2023-06-09 19:08:00	2023-06-09 19:08:00
473	2d87584287	4.1074553824682	6	1.12	20	2023-06-09 19:13:12	2023-06-09 19:13:12
474	20c6cf9b66	0.074316130151886	2	-1.12	20	2023-06-09 20:30:10	2023-06-09 20:30:10
475	4f4adcbf8c	4.1074553824682	6	1.12	20	2023-06-09 20:43:31	2023-06-09 20:43:31
476	20c6cf9b66	0.6990877008995	4	0.00	20	2023-06-09 20:56:05	2023-06-09 20:56:05
477	82d9256209	0.011663688215737	1	-1.68	20	2023-06-09 21:17:14	2023-06-09 21:17:14
478	476599a230	0.6990877008995	4	0.00	20	2023-06-09 21:35:00	2023-06-09 21:35:00
479	82d9256209	0.25958023968945	3	-0.56	20	2023-06-09 21:59:18	2023-06-09 21:59:18
480	d2f9efba65	0.1	11	3.91	20	2023-06-09 22:37:46	2023-06-09 22:37:46
481	d2f9efba65	0.1	11	3.91	20	2023-06-09 22:37:47	2023-06-09 22:37:47
482	0f90e85205	4.1074553824682	6	1.12	20	2023-06-09 23:33:14	2023-06-09 23:33:14
483	6e6f826db5	1.7001358506854	5	0.56	20	2023-06-09 23:53:49	2023-06-09 23:53:49
484	20c6cf9b66	0.011663688215737	1	-1.68	20	2023-06-10 00:20:38	2023-06-10 00:20:38
485	20c6cf9b66	0.25958023968945	3	-0.56	20	2023-06-10 00:39:00	2023-06-10 00:39:00
486	d66d90b56a	0.25958023968945	3	-0.56	20	2023-06-10 00:40:13	2023-06-10 00:40:13
487	eb2bfb01f6	0.074316130151886	2	-1.12	20	2023-06-10 03:07:51	2023-06-10 03:07:51
488	8cc2bc8742	1.7001358506854	5	0.56	20	2023-06-10 05:43:45	2023-06-10 05:43:45
489	59b5d6e957	0.25958023968945	3	-0.56	20	2023-06-10 11:38:29	2023-06-10 11:38:29
490	59b5d6e957	0.6990877008995	4	0.00	20	2023-06-10 11:39:50	2023-06-10 11:39:50
491	59b5d6e957	0.6990877008995	4	0.00	20	2023-06-10 11:47:48	2023-06-10 11:47:48
492	59b5d6e957	0.6990877008995	4	0.00	20	2023-06-10 11:49:03	2023-06-10 11:49:03
493	59b5d6e957	0.074316130151886	2	-1.12	20	2023-06-10 11:50:22	2023-06-10 11:50:22
494	3c238f8339	4.1074553824682	6	1.12	20	2023-06-10 13:11:59	2023-06-10 13:11:59
495	fff8c30e58	0.25958023968945	3	-0.56	20	2023-06-10 14:32:39	2023-06-10 14:32:39
496	fff8c30e58	0.074316130151885	2	-1.12	20	2023-06-10 14:33:10	2023-06-10 14:33:10
497	fff8c30e58	0.6990877008995	4	0.00	20	2023-06-10 14:33:39	2023-06-10 14:33:39
498	fff8c30e58	0.1	7	1.68	20	2023-06-10 14:34:04	2023-06-10 14:34:04
499	59b5d6e957	0.011663688215737	1	-1.68	20	2023-06-10 15:22:32	2023-06-10 15:22:32
500	59b5d6e957	0.1	8	2.24	20	2023-06-10 15:23:34	2023-06-10 15:23:34
501	1ace86a860	0.25958023968945	3	-0.56	20	2023-06-10 19:24:42	2023-06-10 19:24:42
502	59b5d6e957	0.011663688215737	1	-1.68	20	2023-06-10 19:30:44	2023-06-10 19:30:44
503	59b5d6e957	0.6990877008995	4	0.00	20	2023-06-10 19:31:57	2023-06-10 19:31:57
504	59b5d6e957	0.6990877008995	4	0.00	20	2023-06-10 19:33:07	2023-06-10 19:33:07
505	59b5d6e957	1.7001358506854	5	0.56	20	2023-06-10 19:34:13	2023-06-10 19:34:13
506	59b5d6e957	0.074316130151886	2	-1.12	20	2023-06-10 19:36:46	2023-06-10 19:36:46
507	59b5d6e957	0.6990877008995	4	0.00	20	2023-06-10 19:38:33	2023-06-10 19:38:33
508	59b5d6e957	0.25958023968945	3	-0.56	20	2023-06-10 19:39:45	2023-06-10 19:39:45
509	59b5d6e957	0.25958023968945	3	-0.56	20	2023-06-10 19:40:54	2023-06-10 19:40:54
510	59b5d6e957	0.25958023968945	3	-0.56	20	2023-06-10 19:42:07	2023-06-10 19:42:07
511	59b5d6e957	0.25958023968945	3	-0.56	20	2023-06-10 19:46:09	2023-06-10 19:46:09
512	59b5d6e957	0.25958023968945	3	-0.56	20	2023-06-10 19:47:27	2023-06-10 19:47:27
513	59b5d6e957	1.7001358506854	5	0.56	20	2023-06-10 19:48:34	2023-06-10 19:48:34
514	59b5d6e957	0.6990877008995	4	0.00	20	2023-06-10 19:49:50	2023-06-10 19:49:50
515	59b5d6e957	0.074316130151886	2	-1.12	20	2023-06-10 19:50:58	2023-06-10 19:50:58
516	283f666c49	1.7001358506854	5	0.56	20	2023-06-10 19:55:06	2023-06-10 19:55:06
517	2d75bac27a	0.6990877008995	4	0.00	20	2023-06-10 21:16:30	2023-06-10 21:16:30
518	20c6cf9b66	0.25958023968945	3	-0.56	20	2023-06-11 04:17:13	2023-06-11 04:17:13
519	20c6cf9b66	0.25958023968945	3	-0.56	20	2023-06-11 04:23:53	2023-06-11 04:23:53
520	59b5d6e957	0.074316130151886	2	-1.12	20	2023-06-11 06:36:47	2023-06-11 06:36:47
521	59b5d6e957	0.6990877008995	4	0.00	20	2023-06-11 06:37:58	2023-06-11 06:37:58
522	59b5d6e957	1.7001358506854	5	0.56	20	2023-06-11 06:39:25	2023-06-11 06:39:25
523	59b5d6e957	0.1	7	1.68	20	2023-06-11 06:40:53	2023-06-11 06:40:53
524	236545b4bc	0.25958023968945	3	-0.56	20	2023-06-11 08:16:29	2023-06-11 08:16:29
525	59b5d6e957	-0.0000000000000011102230246252	0	-2.24	20	2023-06-11 11:26:53	2023-06-11 11:26:53
526	59b5d6e957	4.1074553824682	6	1.12	20	2023-06-11 11:28:08	2023-06-11 11:28:08
527	fff8c30e58	1.7001358506854	5	0.56	20	2023-06-11 12:48:36	2023-06-11 12:48:36
528	20c6cf9b66	0.25958023968945	3	-0.56	20	2023-06-11 15:48:08	2023-06-11 15:48:08
529	20c6cf9b66	1.7001358506854	5	0.56	20	2023-06-11 16:11:03	2023-06-11 16:11:03
530	20c6cf9b66	0.074316130151886	2	-1.12	20	2023-06-11 16:13:27	2023-06-11 16:13:27
531	e9390c54e4	0.6990877008995	4	0.00	20	2023-06-11 18:12:38	2023-06-11 18:12:38
532	3c238f8339	0.074316130151885	2	-1.12	20	2023-06-12 00:55:12	2023-06-12 00:55:12
533	59b5d6e957	1.7001358506854	5	0.56	20	2023-06-12 04:39:25	2023-06-12 04:39:25
534	59b5d6e957	4.1074553824682	6	1.12	20	2023-06-12 04:49:47	2023-06-12 04:49:47
535	8a2808b850	0.6990877008995	4	0.00	20	2023-06-12 08:43:14	2023-06-12 08:43:14
