id	userid	game_name	z	score	skill	trials	level	created_at	updated_at
1439	51f5819377	long_remote_viewing	-1.08	11.16	0.74	4	2	2023-05-24 21:44:17	2023-05-24 21:44:17
1440	51f5819377	location	1.85	70.11	4.67	40	2	2023-05-24 21:47:00	2023-05-24 21:47:00
1441	51f5819377	bubbles	-0.24	22.49	1.50	15	3	2023-05-26 14:59:14	2023-05-26 14:59:14
1442	51f5819377	card	0.56	39.14	2.61	20	2	2023-05-24 17:03:21	2023-05-24 17:03:21
1443	51f5819377	sequential_card	-0.21	22.97	1.53	10	2	2023-05-24 20:49:50	2023-05-24 20:49:50
1444	51f5819377	card_draw	0.00	26.89	1.79	10	2	2023-05-24 20:48:02	2023-05-24 20:48:02
1445	51f5819377	lottery	0.97	49.25	3.28	3	2	2023-05-24 20:51:37	2023-05-24 20:51:37
1446	51f5819377	lottery	0.97	49.25	3.28	3	2	2023-05-24 20:51:37	2023-05-24 20:51:37
1447	2225199a39	remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
1448	2225199a39	long_remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
1449	2225199a39	location	0.00	0.00	0.00	0	1	NULL	NULL
1450	2225199a39	bubbles	0.00	0.00	0.00	0	1	NULL	NULL
1451	2225199a39	card	0.00	0.00	0.00	0	1	NULL	NULL
1452	2225199a39	sequential_card	0.00	0.00	0.00	0	1	NULL	NULL
1453	2225199a39	card_draw	0.00	0.00	0.00	0	1	NULL	NULL
1454	2225199a39	lottery	0.00	0.00	0.00	0	1	NULL	NULL
1455	2225199a39	lottery	0.00	0.00	0.00	0	1	NULL	NULL
1456	db320f93ea	remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
1457	db320f93ea	long_remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
1458	db320f93ea	location	0.00	0.00	0.00	0	1	NULL	NULL
1459	db320f93ea	bubbles	0.00	0.00	0.00	0	1	NULL	NULL
1460	db320f93ea	card	0.00	0.00	0.00	0	1	NULL	NULL
1461	db320f93ea	sequential_card	0.00	0.00	0.00	0	1	NULL	NULL
1462	db320f93ea	card_draw	0.00	0.00	0.00	0	1	NULL	NULL
1463	db320f93ea	lottery	0.00	0.00	0.00	0	1	NULL	NULL
1464	db320f93ea	lottery	0.00	0.00	0.00	0	1	NULL	NULL
1465	7479818bec	remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
1466	7479818bec	long_remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
1467	7479818bec	location	0.00	0.00	0.00	0	1	NULL	NULL
1468	7479818bec	bubbles	0.00	0.00	0.00	0	1	NULL	NULL
1469	7479818bec	card	0.00	0.00	0.00	0	1	NULL	NULL
1470	7479818bec	sequential_card	0.00	0.00	0.00	0	1	NULL	NULL
1471	7479818bec	card_draw	0.00	0.00	0.00	0	1	NULL	NULL
1472	7479818bec	lottery	0.00	0.00	0.00	0	1	NULL	NULL
1473	7479818bec	lottery	0.00	0.00	0.00	0	1	NULL	NULL
1474	03bbe154e3	remote_viewing	0.97	49.25	3.28	60	2	2023-05-25 09:50:15	2023-05-25 09:50:15
1475	03bbe154e3	long_remote_viewing	0.85	46.22	3.08	2	2	2023-05-25 02:06:43	2023-05-25 02:06:43
1476	03bbe154e3	location	3.34	91.19	6.08	60	2	2023-05-25 10:08:29	2023-05-25 10:08:29
1477	03bbe154e3	bubbles	-0.36	20.35	1.36	11	3	2023-05-25 01:46:56	2023-05-25 01:46:56
1478	03bbe154e3	card	0.56	39.14	2.61	20	2	2023-05-25 01:54:42	2023-05-25 01:54:42
1479	03bbe154e3	sequential_card	-0.08	25.33	1.69	30	2	2023-05-25 10:04:36	2023-05-25 10:04:36
1480	03bbe154e3	card_draw	-1.80	5.72	0.38	20	2	2023-05-25 10:02:12	2023-05-25 10:02:12
1481	03bbe154e3	lottery	-9.06	0.00	0.00	20	3	2023-05-25 10:00:19	2023-05-25 10:00:19
1482	03bbe154e3	lottery	-9.06	0.00	0.00	20	3	2023-05-25 10:00:19	2023-05-25 10:00:19
1483	d957a04f6a	remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
1484	d957a04f6a	long_remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
1485	d957a04f6a	location	0.00	0.00	0.00	0	1	NULL	NULL
1486	d957a04f6a	bubbles	0.00	0.00	0.00	0	1	NULL	NULL
1487	d957a04f6a	card	0.00	0.00	0.00	0	1	NULL	NULL
1488	d957a04f6a	sequential_card	0.00	0.00	0.00	0	1	NULL	NULL
1489	d957a04f6a	card_draw	0.00	0.00	0.00	0	1	NULL	NULL
1490	d957a04f6a	lottery	0.00	0.00	0.00	0	1	NULL	NULL
1491	d957a04f6a	lottery	0.00	0.00	0.00	0	1	NULL	NULL
1492	d730338e94	remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
1493	d730338e94	long_remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
1494	d730338e94	location	0.00	0.00	0.00	0	1	NULL	NULL
1495	d730338e94	bubbles	0.00	0.00	0.00	0	1	NULL	NULL
1496	d730338e94	card	0.00	0.00	0.00	0	1	NULL	NULL
1497	d730338e94	sequential_card	0.00	0.00	0.00	0	1	NULL	NULL
1498	d730338e94	card_draw	0.00	0.00	0.00	0	1	NULL	NULL
1499	d730338e94	lottery	0.00	0.00	0.00	0	1	NULL	NULL
1500	d730338e94	lottery	0.00	0.00	0.00	0	1	NULL	NULL
1501	7c4fbc7564	remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
1502	7c4fbc7564	long_remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
1503	7c4fbc7564	location	0.00	0.00	0.00	0	1	NULL	NULL
1504	7c4fbc7564	bubbles	0.00	0.00	0.00	0	1	NULL	NULL
1505	7c4fbc7564	card	0.00	0.00	0.00	0	1	NULL	NULL
1506	7c4fbc7564	sequential_card	0.00	0.00	0.00	0	1	NULL	NULL
1507	7c4fbc7564	card_draw	0.00	0.00	0.00	0	1	NULL	NULL
1508	7c4fbc7564	lottery	0.00	0.00	0.00	0	1	NULL	NULL
1509	7c4fbc7564	lottery	0.00	0.00	0.00	0	1	NULL	NULL
1510	e615566f1a	remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
1511	e615566f1a	long_remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
1512	e615566f1a	location	0.00	0.00	0.00	0	1	NULL	NULL
1513	e615566f1a	bubbles	0.00	0.00	0.00	0	1	NULL	NULL
1514	e615566f1a	card	0.00	0.00	0.00	0	1	NULL	NULL
1515	e615566f1a	sequential_card	0.00	0.00	0.00	0	1	NULL	NULL
1516	e615566f1a	card_draw	0.00	0.00	0.00	0	1	NULL	NULL
1517	e615566f1a	lottery	0.00	0.00	0.00	0	1	NULL	NULL
1518	e615566f1a	lottery	0.00	0.00	0.00	0	1	NULL	NULL
1519	e0947598ba	remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
1520	e0947598ba	long_remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
1521	e0947598ba	location	0.00	0.00	0.00	0	1	NULL	NULL
1522	e0947598ba	bubbles	0.00	0.00	0.00	0	1	NULL	NULL
1523	e0947598ba	card	0.00	0.00	0.00	0	1	NULL	NULL
1524	e0947598ba	sequential_card	0.00	0.00	0.00	0	1	NULL	NULL
1525	e0947598ba	card_draw	0.00	0.00	0.00	0	1	NULL	NULL
1526	e0947598ba	lottery	0.00	0.00	0.00	0	1	NULL	NULL
1527	e0947598ba	lottery	0.00	0.00	0.00	0	1	NULL	NULL
1528	55c781238a	remote_viewing	-0.32	21.03	1.40	60	2	2023-06-09 04:18:03	2023-06-09 04:18:03
1529	55c781238a	long_remote_viewing	-1.39	8.41	0.56	6	2	2023-06-09 04:22:46	2023-06-09 04:22:46
1530	55c781238a	location	2.54	82.35	5.49	60	2	2023-06-09 04:20:10	2023-06-09 04:20:10
1531	55c781238a	bubbles	1.09	52.13	3.48	3	2	2023-06-09 04:18:46	2023-06-09 04:18:46
1532	55c781238a	card	0.00	0.00	0.00	0	1	NULL	NULL
1533	55c781238a	sequential_card	0.00	0.00	0.00	0	1	NULL	NULL
1534	55c781238a	card_draw	0.00	0.00	0.00	0	1	NULL	NULL
1535	55c781238a	lottery	0.00	0.00	0.00	0	1	NULL	NULL
1536	55c781238a	lottery	0.00	0.00	0.00	0	1	NULL	NULL
1537	3328dc4258	remote_viewing	0.40	35.34	2.36	40	2	2023-05-24 02:16:38	2023-05-24 02:16:38
1538	3328dc4258	long_remote_viewing	1.03	50.87	3.39	4	2	2023-05-24 02:20:40	2023-05-24 02:20:40
1539	3328dc4258	location	-0.32	21.11	1.41	40	2	2023-05-24 02:18:30	2023-05-24 02:18:30
1540	3328dc4258	bubbles	0.35	34.38	2.29	2	2	2023-05-24 02:17:28	2023-05-24 02:17:28
1541	3328dc4258	card	0.00	0.00	0.00	0	1	NULL	NULL
1542	3328dc4258	sequential_card	0.00	0.00	0.00	0	1	NULL	NULL
1543	3328dc4258	card_draw	0.00	0.00	0.00	0	1	NULL	NULL
1544	3328dc4258	lottery	0.00	0.00	0.00	0	1	NULL	NULL
1545	3328dc4258	lottery	0.00	0.00	0.00	0	1	NULL	NULL
1546	6f6b8a59b0	remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
1547	6f6b8a59b0	long_remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
1548	6f6b8a59b0	location	0.00	0.00	0.00	0	1	NULL	NULL
1549	6f6b8a59b0	bubbles	0.00	0.00	0.00	0	1	NULL	NULL
1550	6f6b8a59b0	card	0.00	0.00	0.00	0	1	NULL	NULL
1551	6f6b8a59b0	sequential_card	0.00	0.00	0.00	0	1	NULL	NULL
1552	6f6b8a59b0	card_draw	0.00	0.00	0.00	0	1	NULL	NULL
1553	6f6b8a59b0	lottery	0.00	0.00	0.00	0	1	NULL	NULL
1554	6f6b8a59b0	lottery	0.00	0.00	0.00	0	1	NULL	NULL
1555	82d9256209	remote_viewing	-1.94	5.02	0.33	60	2	2023-06-09 21:59:18	2023-06-09 21:59:18
1556	82d9256209	long_remote_viewing	0.02	27.39	1.83	4	2	2023-06-09 21:23:58	2023-06-09 21:23:58
1557	82d9256209	location	1.33	58.16	3.88	40	2	2023-06-09 21:21:16	2023-06-09 21:21:16
1558	82d9256209	bubbles	-0.68	15.77	1.05	3	2	2023-06-09 22:02:36	2023-06-09 22:02:36
1559	82d9256209	card	0.91	47.81	3.19	30	2	2023-06-09 22:04:47	2023-06-09 22:04:47
1560	82d9256209	sequential_card	-0.13	24.50	1.63	50	2	2023-06-09 22:09:11	2023-06-09 22:09:11
1561	82d9256209	card_draw	-1.90	5.23	0.35	50	2	2023-06-09 22:12:53	2023-06-09 22:12:53
1562	82d9256209	lottery	2.53	82.20	5.48	1	2	2023-06-09 21:44:24	2023-06-09 21:44:24
1563	82d9256209	lottery	2.53	82.20	5.48	1	2	2023-06-09 21:44:24	2023-06-09 21:44:24
1564	1ace86a860	remote_viewing	-0.56	17.36	1.16	20	2	2023-06-10 19:24:42	2023-06-10 19:24:42
1565	1ace86a860	long_remote_viewing	0.43	36.15	2.41	2	2	2023-06-10 19:30:47	2023-06-10 19:30:47
1566	1ace86a860	location	0.83	45.76	3.05	20	2	2023-06-10 19:27:09	2023-06-10 19:27:09
1567	1ace86a860	bubbles	1.13	53.25	3.55	1	2	2023-06-10 19:25:56	2023-06-10 19:25:56
1568	1ace86a860	card	0.00	0.00	0.00	0	1	NULL	NULL
1569	1ace86a860	sequential_card	0.00	0.00	0.00	0	1	NULL	NULL
1570	1ace86a860	card_draw	0.00	0.00	0.00	0	1	NULL	NULL
1571	1ace86a860	lottery	0.00	0.00	0.00	0	1	NULL	NULL
1572	1ace86a860	lottery	0.00	0.00	0.00	0	1	NULL	NULL
1573	2e006b735f	remote_viewing	1.29	57.28	3.82	60	2	2023-06-04 00:30:38	2023-06-04 00:30:38
1574	2e006b735f	long_remote_viewing	1.07	51.74	3.45	7	2	2023-06-04 00:36:57	2023-06-04 00:36:57
1575	2e006b735f	location	-0.54	17.70	1.18	60	2	2023-06-04 00:32:43	2023-06-04 00:32:43
1576	2e006b735f	bubbles	2.51	81.93	5.46	3	2	2023-06-04 00:31:37	2023-06-04 00:31:37
1577	2e006b735f	card	0.00	0.00	0.00	0	1	NULL	NULL
1578	2e006b735f	sequential_card	0.00	0.00	0.00	0	1	NULL	NULL
1579	2e006b735f	card_draw	0.00	0.00	0.00	0	1	NULL	NULL
1580	2e006b735f	lottery	0.00	0.00	0.00	0	1	NULL	NULL
1581	2e006b735f	lottery	0.00	0.00	0.00	0	1	NULL	NULL
1582	3036d30a05	remote_viewing	0.00	26.89	1.79	20	2	2023-05-24 12:38:41	2023-05-24 12:38:41
1583	3036d30a05	long_remote_viewing	1.35	58.69	3.91	3	2	2023-05-24 12:42:53	2023-05-24 12:42:53
1584	3036d30a05	location	2.36	79.58	5.31	20	2	2023-05-24 12:46:11	2023-05-24 12:46:11
1585	3036d30a05	bubbles	0.71	42.90	2.86	2	2	2023-05-24 12:47:59	2023-05-24 12:47:59
1586	3036d30a05	card	0.00	26.89	1.79	10	2	2023-05-24 12:49:35	2023-05-24 12:49:35
1587	3036d30a05	sequential_card	-0.78	14.43	0.96	10	2	2023-05-24 12:52:02	2023-05-24 12:52:02
1588	3036d30a05	card_draw	-2.26	3.70	0.25	10	2	2023-05-24 12:59:08	2023-05-24 12:59:08
1589	3036d30a05	lottery	0.14	29.73	1.98	1	2	2023-05-24 12:52:43	2023-05-24 12:52:43
1590	3036d30a05	lottery	0.14	29.73	1.98	1	2	2023-05-24 12:52:43	2023-05-24 12:52:43
1591	9af6689268	remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
1592	9af6689268	long_remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
1593	9af6689268	location	0.00	0.00	0.00	0	1	NULL	NULL
1594	9af6689268	bubbles	0.00	0.00	0.00	0	1	NULL	NULL
1595	9af6689268	card	0.00	0.00	0.00	0	1	NULL	NULL
1596	9af6689268	sequential_card	0.00	0.00	0.00	0	1	NULL	NULL
1597	9af6689268	card_draw	0.00	0.00	0.00	0	1	NULL	NULL
1598	9af6689268	lottery	0.00	0.00	0.00	0	1	NULL	NULL
1599	9af6689268	lottery	0.00	0.00	0.00	0	1	NULL	NULL
1600	9919dbba42	remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
1601	9919dbba42	long_remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
1602	9919dbba42	location	0.00	0.00	0.00	0	1	NULL	NULL
1603	9919dbba42	bubbles	0.00	0.00	0.00	0	1	NULL	NULL
1604	9919dbba42	card	0.00	0.00	0.00	0	1	NULL	NULL
1605	9919dbba42	sequential_card	0.00	0.00	0.00	0	1	NULL	NULL
1606	9919dbba42	card_draw	0.00	0.00	0.00	0	1	NULL	NULL
1607	9919dbba42	lottery	0.00	0.00	0.00	0	1	NULL	NULL
1608	9919dbba42	lottery	0.00	0.00	0.00	0	1	NULL	NULL
1609	7967f69f80	remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
1610	7967f69f80	long_remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
1611	7967f69f80	location	0.00	0.00	0.00	0	1	NULL	NULL
1612	7967f69f80	bubbles	0.00	0.00	0.00	0	1	NULL	NULL
1613	7967f69f80	card	0.00	0.00	0.00	0	1	NULL	NULL
1614	7967f69f80	sequential_card	0.00	0.00	0.00	0	1	NULL	NULL
1615	7967f69f80	card_draw	0.00	0.00	0.00	0	1	NULL	NULL
1616	7967f69f80	lottery	0.00	0.00	0.00	0	1	NULL	NULL
1617	7967f69f80	lottery	0.00	0.00	0.00	0	1	NULL	NULL
1618	e23b4bcc65	remote_viewing	0.00	26.89	1.79	20	2	2023-05-23 18:38:22	2023-05-23 18:38:22
1619	e23b4bcc65	long_remote_viewing	-0.06	25.66	1.71	2	2	2023-05-23 18:50:54	2023-05-23 18:50:54
1620	e23b4bcc65	location	2.18	76.46	5.10	40	2	2023-06-03 00:14:42	2023-06-03 00:14:42
1621	e23b4bcc65	bubbles	-0.54	17.69	1.18	2	2	2023-06-03 00:09:30	2023-06-03 00:09:30
1622	e23b4bcc65	card	0.00	0.00	0.00	0	1	NULL	NULL
1623	e23b4bcc65	sequential_card	0.00	0.00	0.00	0	1	NULL	NULL
1624	e23b4bcc65	card_draw	0.00	0.00	0.00	0	1	NULL	NULL
1625	e23b4bcc65	lottery	0.00	0.00	0.00	0	1	NULL	NULL
1626	e23b4bcc65	lottery	0.00	0.00	0.00	0	1	NULL	NULL
1627	5db1799938	remote_viewing	0.00	26.89	1.79	20	2	2023-05-24 02:51:07	2023-05-24 02:51:07
1628	5db1799938	long_remote_viewing	1.41	60.21	4.01	2	2	2023-05-24 02:53:43	2023-05-24 02:53:43
1629	5db1799938	location	0.84	46.01	3.07	20	2	2023-05-24 02:55:04	2023-05-24 02:55:04
1630	5db1799938	bubbles	-1.57	7.11	0.47	1	2	2023-05-24 02:56:03	2023-05-24 02:56:03
1631	5db1799938	card	0.79	44.77	2.98	10	2	2023-05-24 02:57:00	2023-05-24 02:57:00
1632	5db1799938	sequential_card	-0.14	24.23	1.62	10	2	2023-05-24 02:58:21	2023-05-24 02:58:21
1633	5db1799938	card_draw	-0.85	13.59	0.91	10	2	2023-05-24 03:00:25	2023-05-24 03:00:25
1634	5db1799938	lottery	0.00	0.00	0.00	0	1	NULL	NULL
1635	5db1799938	lottery	0.00	0.00	0.00	0	1	NULL	NULL
1636	56b76a63e5	remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
1637	56b76a63e5	long_remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
1638	56b76a63e5	location	0.00	0.00	0.00	0	1	NULL	NULL
1639	56b76a63e5	bubbles	0.00	0.00	0.00	0	1	NULL	NULL
1640	56b76a63e5	card	0.00	0.00	0.00	0	1	NULL	NULL
1641	56b76a63e5	sequential_card	0.00	0.00	0.00	0	1	NULL	NULL
1642	56b76a63e5	card_draw	0.00	0.00	0.00	0	1	NULL	NULL
1643	56b76a63e5	lottery	0.00	0.00	0.00	0	1	NULL	NULL
1644	56b76a63e5	lottery	0.00	0.00	0.00	0	1	NULL	NULL
1645	28437304e7	remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
1646	28437304e7	long_remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
1647	28437304e7	location	0.00	0.00	0.00	0	1	NULL	NULL
1648	28437304e7	bubbles	0.00	0.00	0.00	0	1	NULL	NULL
1649	28437304e7	card	0.00	0.00	0.00	0	1	NULL	NULL
1650	28437304e7	sequential_card	0.00	0.00	0.00	0	1	NULL	NULL
1651	28437304e7	card_draw	0.00	0.00	0.00	0	1	NULL	NULL
1652	28437304e7	lottery	0.00	0.00	0.00	0	1	NULL	NULL
1653	28437304e7	lottery	0.00	0.00	0.00	0	1	NULL	NULL
1654	d20e791e6c	remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
1655	d20e791e6c	long_remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
1656	d20e791e6c	location	0.00	0.00	0.00	0	1	NULL	NULL
1657	d20e791e6c	bubbles	0.00	0.00	0.00	0	1	NULL	NULL
1658	d20e791e6c	card	0.00	0.00	0.00	0	1	NULL	NULL
1659	d20e791e6c	sequential_card	0.00	0.00	0.00	0	1	NULL	NULL
1660	d20e791e6c	card_draw	0.00	0.00	0.00	0	1	NULL	NULL
1661	d20e791e6c	lottery	0.00	0.00	0.00	0	1	NULL	NULL
1662	d20e791e6c	lottery	0.00	0.00	0.00	0	1	NULL	NULL
1663	56e06fa531	remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
1664	56e06fa531	long_remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
1665	56e06fa531	location	0.00	0.00	0.00	0	1	NULL	NULL
1666	56e06fa531	bubbles	0.00	0.00	0.00	0	1	NULL	NULL
1667	56e06fa531	card	0.00	0.00	0.00	0	1	NULL	NULL
1668	56e06fa531	sequential_card	0.00	0.00	0.00	0	1	NULL	NULL
1669	56e06fa531	card_draw	0.00	0.00	0.00	0	1	NULL	NULL
1670	56e06fa531	lottery	0.00	0.00	0.00	0	1	NULL	NULL
1671	56e06fa531	lottery	0.00	0.00	0.00	0	1	NULL	NULL
1672	a81cec428f	remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
1673	a81cec428f	long_remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
1674	a81cec428f	location	0.00	0.00	0.00	0	1	NULL	NULL
1675	a81cec428f	bubbles	0.00	0.00	0.00	0	1	NULL	NULL
1676	a81cec428f	card	0.00	0.00	0.00	0	1	NULL	NULL
1677	a81cec428f	sequential_card	0.00	0.00	0.00	0	1	NULL	NULL
1678	a81cec428f	card_draw	0.00	0.00	0.00	0	1	NULL	NULL
1679	a81cec428f	lottery	0.00	0.00	0.00	0	1	NULL	NULL
1680	a81cec428f	lottery	0.00	0.00	0.00	0	1	NULL	NULL
1681	ef63f8c1c5	remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
1682	ef63f8c1c5	long_remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
1683	ef63f8c1c5	location	0.00	0.00	0.00	0	1	NULL	NULL
1684	ef63f8c1c5	bubbles	0.00	0.00	0.00	0	1	NULL	NULL
1685	ef63f8c1c5	card	0.00	0.00	0.00	0	1	NULL	NULL
1686	ef63f8c1c5	sequential_card	0.00	0.00	0.00	0	1	NULL	NULL
1687	ef63f8c1c5	card_draw	0.00	0.00	0.00	0	1	NULL	NULL
1688	ef63f8c1c5	lottery	0.00	0.00	0.00	0	1	NULL	NULL
1689	ef63f8c1c5	lottery	0.00	0.00	0.00	0	1	NULL	NULL
1690	e08ff88b89	remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
1691	e08ff88b89	long_remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
1692	e08ff88b89	location	0.00	0.00	0.00	0	1	NULL	NULL
1693	e08ff88b89	bubbles	0.00	0.00	0.00	0	1	NULL	NULL
1694	e08ff88b89	card	0.00	0.00	0.00	0	1	NULL	NULL
1695	e08ff88b89	sequential_card	0.00	0.00	0.00	0	1	NULL	NULL
1696	e08ff88b89	card_draw	0.00	0.00	0.00	0	1	NULL	NULL
1697	e08ff88b89	lottery	0.00	0.00	0.00	0	1	NULL	NULL
1698	e08ff88b89	lottery	0.00	0.00	0.00	0	1	NULL	NULL
1699	63c692191a	remote_viewing	-1.68	6.42	0.43	20	2	2023-05-27 05:41:56	2023-05-27 05:41:56
1700	63c692191a	long_remote_viewing	-1.33	8.87	0.59	1	1	2023-05-27 05:59:19	2023-05-27 05:59:19
1701	63c692191a	location	0.62	40.61	2.71	20	2	2023-05-27 05:57:32	2023-05-27 05:57:32
1702	63c692191a	bubbles	-0.45	19.00	1.27	1	2	2023-05-27 05:44:54	2023-05-27 05:44:54
1703	63c692191a	card	0.00	0.00	0.00	0	1	NULL	NULL
1704	63c692191a	sequential_card	0.00	0.00	0.00	0	1	NULL	NULL
1705	63c692191a	card_draw	0.00	0.00	0.00	0	1	NULL	NULL
1706	63c692191a	lottery	0.00	0.00	0.00	0	1	NULL	NULL
1707	63c692191a	lottery	0.00	0.00	0.00	0	1	NULL	NULL
1708	ea7e568257	remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
1709	ea7e568257	long_remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
1710	ea7e568257	location	0.00	0.00	0.00	0	1	NULL	NULL
1711	ea7e568257	bubbles	0.00	0.00	0.00	0	1	NULL	NULL
1712	ea7e568257	card	0.00	0.00	0.00	0	1	NULL	NULL
1713	ea7e568257	sequential_card	0.00	0.00	0.00	0	1	NULL	NULL
1714	ea7e568257	card_draw	0.00	0.00	0.00	0	1	NULL	NULL
1715	ea7e568257	lottery	0.00	0.00	0.00	0	1	NULL	NULL
1716	ea7e568257	lottery	0.00	0.00	0.00	0	1	NULL	NULL
1717	bc88b9225c	remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
1718	bc88b9225c	long_remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
1719	bc88b9225c	location	0.00	0.00	0.00	0	1	NULL	NULL
1720	bc88b9225c	bubbles	0.00	0.00	0.00	0	1	NULL	NULL
1721	bc88b9225c	card	0.00	0.00	0.00	0	1	NULL	NULL
1722	bc88b9225c	sequential_card	0.00	0.00	0.00	0	1	NULL	NULL
1723	bc88b9225c	card_draw	0.00	0.00	0.00	0	1	NULL	NULL
1724	bc88b9225c	lottery	0.00	0.00	0.00	0	1	NULL	NULL
1725	bc88b9225c	lottery	0.00	0.00	0.00	0	1	NULL	NULL
1726	fdb734e835	remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
1727	fdb734e835	long_remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
1728	fdb734e835	location	0.00	0.00	0.00	0	1	NULL	NULL
1729	fdb734e835	bubbles	0.00	0.00	0.00	0	1	NULL	NULL
1730	fdb734e835	card	0.00	0.00	0.00	0	1	NULL	NULL
1731	fdb734e835	sequential_card	0.00	0.00	0.00	0	1	NULL	NULL
1732	fdb734e835	card_draw	0.00	0.00	0.00	0	1	NULL	NULL
1733	fdb734e835	lottery	0.00	0.00	0.00	0	1	NULL	NULL
1734	fdb734e835	lottery	0.00	0.00	0.00	0	1	NULL	NULL
1735	8932185b35	remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
1736	8932185b35	long_remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
1737	8932185b35	location	0.00	0.00	0.00	0	1	NULL	NULL
1738	8932185b35	bubbles	0.00	0.00	0.00	0	1	NULL	NULL
1739	8932185b35	card	0.00	0.00	0.00	0	1	NULL	NULL
1740	8932185b35	sequential_card	0.00	0.00	0.00	0	1	NULL	NULL
1741	8932185b35	card_draw	0.00	0.00	0.00	0	1	NULL	NULL
1742	8932185b35	lottery	0.00	0.00	0.00	0	1	NULL	NULL
1743	8932185b35	lottery	0.00	0.00	0.00	0	1	NULL	NULL
1744	258563e7aa	remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
1745	258563e7aa	long_remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
1746	258563e7aa	location	0.00	0.00	0.00	0	1	NULL	NULL
1747	258563e7aa	bubbles	0.00	0.00	0.00	0	1	NULL	NULL
1748	258563e7aa	card	0.00	0.00	0.00	0	1	NULL	NULL
1749	258563e7aa	sequential_card	0.00	0.00	0.00	0	1	NULL	NULL
1750	258563e7aa	card_draw	0.00	0.00	0.00	0	1	NULL	NULL
1751	258563e7aa	lottery	0.00	0.00	0.00	0	1	NULL	NULL
1752	258563e7aa	lottery	0.00	0.00	0.00	0	1	NULL	NULL
1753	b68f6fe9a2	remote_viewing	0.48	37.40	2.49	240	3	2023-06-03 19:14:04	2023-06-03 19:14:04
1754	b68f6fe9a2	long_remote_viewing	-0.69	15.59	1.04	10	3	2023-06-02 23:24:57	2023-06-02 23:24:57
1755	b68f6fe9a2	location	5.38	98.76	6.58	240	3	2023-06-03 19:25:14	2023-06-03 19:25:14
1756	b68f6fe9a2	bubbles	1.79	68.82	4.59	7	3	2023-06-02 23:16:38	2023-06-02 23:16:38
1757	b68f6fe9a2	card	-0.91	12.87	0.86	120	3	2023-06-03 01:12:20	2023-06-03 01:12:20
1758	b68f6fe9a2	sequential_card	0.12	29.34	1.96	120	3	2023-06-03 18:38:38	2023-06-03 18:38:38
1759	b68f6fe9a2	card_draw	-4.26	0.52	0.03	120	3	2023-06-03 18:52:31	2023-06-03 18:52:31
1760	b68f6fe9a2	lottery	-6.82	0.04	0.00	6	3	2023-06-02 23:11:09	2023-06-02 23:11:09
