id	userid	game_name	z	score	skill	trials	level	created_at	updated_at
1	bf0acaa2bf	remote_viewing	0.56	39.17	2.61	20	2	2023-04-25 03:18:16	2023-04-25 03:18:16
2	bf0acaa2bf	long_remote_viewing	-1.89	5.28	0.35	2	2	2023-04-25 03:18:55	2023-04-25 03:18:55
3	bf0acaa2bf	location	0.19	30.79	2.05	20	2	2023-04-25 03:19:51	2023-04-25 03:19:51
4	bf0acaa2bf	bubbles	0.84	46.01	3.07	1	2	2023-04-25 03:20:44	2023-04-25 03:20:44
5	bf0acaa2bf	card	0.00	26.89	1.79	10	2	2023-04-25 03:21:02	2023-04-25 03:21:02
6	bf0acaa2bf	sequential_card	-0.21	22.97	1.53	10	2	2023-04-25 03:21:33	2023-04-25 03:21:33
7	bf0acaa2bf	card_draw	-1.41	8.24	0.55	10	2	2023-04-25 03:22:10	2023-04-25 03:22:10
8	bf0acaa2bf	lottery	0.14	29.73	1.98	1	2	2023-04-25 03:22:26	2023-04-25 03:22:26
9	9516e40893	remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
10	9516e40893	long_remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
11	9516e40893	location	0.00	0.00	0.00	0	1	NULL	NULL
12	9516e40893	bubbles	0.00	0.00	0.00	0	1	NULL	NULL
13	9516e40893	card	0.00	0.00	0.00	0	1	NULL	NULL
14	9516e40893	sequential_card	0.00	0.00	0.00	0	1	NULL	NULL
15	9516e40893	card_draw	0.00	0.00	0.00	0	1	NULL	NULL
16	9516e40893	lottery	0.00	0.00	0.00	0	1	NULL	NULL
17	7d2fc7d93b	remote_viewing	-0.56	17.36	1.16	20	2	2023-05-09 03:24:53	2023-05-09 03:24:53
18	7d2fc7d93b	long_remote_viewing	0.41	35.67	2.38	2	2	2023-05-09 03:28:30	2023-05-09 03:28:30
19	7d2fc7d93b	location	1.75	67.92	4.53	20	2	2023-05-09 03:35:22	2023-05-09 03:35:22
20	7d2fc7d93b	bubbles	-0.39	19.94	1.33	1	2	2023-05-09 03:21:44	2023-05-09 03:21:44
21	7d2fc7d93b	card	-0.79	14.31	0.95	10	2	2023-05-09 03:30:10	2023-05-09 03:30:10
22	7d2fc7d93b	sequential_card	-0.64	16.25	1.08	10	2	2023-05-09 03:32:04	2023-05-09 03:32:04
23	7d2fc7d93b	card_draw	-1.13	10.62	0.71	10	2	2023-05-09 03:33:50	2023-05-09 03:33:50
24	7d2fc7d93b	lottery	0.14	29.73	1.98	1	2	2023-05-09 03:30:50	2023-05-09 03:30:50
25	7a18795f34	remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
26	7a18795f34	long_remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
27	7a18795f34	location	0.00	0.00	0.00	0	1	NULL	NULL
28	7a18795f34	bubbles	0.00	0.00	0.00	0	1	NULL	NULL
29	7a18795f34	card	0.00	0.00	0.00	0	1	NULL	NULL
30	7a18795f34	sequential_card	0.00	0.00	0.00	0	1	NULL	NULL
31	7a18795f34	card_draw	0.00	0.00	0.00	0	1	NULL	NULL
32	7a18795f34	lottery	0.00	0.00	0.00	0	1	NULL	NULL
33	7fc27e0eeb	remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
34	7fc27e0eeb	long_remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
35	7fc27e0eeb	location	0.00	0.00	0.00	0	1	NULL	NULL
36	7fc27e0eeb	bubbles	0.00	0.00	0.00	0	1	NULL	NULL
37	7fc27e0eeb	card	0.00	0.00	0.00	0	1	NULL	NULL
38	7fc27e0eeb	sequential_card	0.00	0.00	0.00	0	1	NULL	NULL
39	7fc27e0eeb	card_draw	0.00	0.00	0.00	0	1	NULL	NULL
40	7fc27e0eeb	lottery	0.00	0.00	0.00	0	1	NULL	NULL
41	2832601b8a	remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
42	2832601b8a	long_remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
43	2832601b8a	location	0.00	0.00	0.00	0	1	NULL	NULL
44	2832601b8a	bubbles	0.00	0.00	0.00	0	1	NULL	NULL
45	2832601b8a	card	0.00	0.00	0.00	0	1	NULL	NULL
46	2832601b8a	sequential_card	0.00	0.00	0.00	0	1	NULL	NULL
47	2832601b8a	card_draw	0.00	0.00	0.00	0	1	NULL	NULL
48	2832601b8a	lottery	0.00	0.00	0.00	0	1	NULL	NULL
49	38be251aec	remote_viewing	-0.56	17.36	1.16	20	2	2023-05-03 19:54:07	2023-05-03 19:54:07
50	38be251aec	long_remote_viewing	-0.85	13.60	0.91	2	2	2023-05-03 20:47:44	2023-05-03 20:47:44
51	38be251aec	location	0.56	39.17	2.61	20	2	2023-05-03 19:56:10	2023-05-03 19:56:10
52	38be251aec	bubbles	-0.33	20.92	1.39	1	2	2023-05-03 20:44:01	2023-05-03 20:44:01
53	38be251aec	card	-1.58	7.04	0.47	10	2	2023-05-03 19:57:16	2023-05-03 19:57:16
54	38be251aec	sequential_card	0.14	29.73	1.98	10	2	2023-05-03 19:58:44	2023-05-03 19:58:44
55	38be251aec	card_draw	-1.70	6.30	0.42	10	2	2023-05-03 20:03:05	2023-05-03 20:03:05
56	38be251aec	lottery	-6.36	0.06	0.00	1	2	2023-05-03 19:54:37	2023-05-03 19:54:37
57	6e5d583df5	remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
58	6e5d583df5	long_remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
59	6e5d583df5	location	0.00	0.00	0.00	0	1	NULL	NULL
60	6e5d583df5	bubbles	0.00	0.00	0.00	0	1	NULL	NULL
61	6e5d583df5	card	0.00	0.00	0.00	0	1	NULL	NULL
62	6e5d583df5	sequential_card	0.00	0.00	0.00	0	1	NULL	NULL
63	6e5d583df5	card_draw	0.00	0.00	0.00	0	1	NULL	NULL
64	6e5d583df5	lottery	0.00	0.00	0.00	0	1	NULL	NULL
65	1f455fc030	remote_viewing	0.32	33.70	2.25	60	2	2023-05-04 09:26:08	2023-05-04 09:26:08
66	1f455fc030	long_remote_viewing	-1.56	7.16	0.48	2	2	2023-05-04 09:13:16	2023-05-04 09:13:16
67	1f455fc030	location	0.13	29.53	1.97	20	2	2023-05-04 09:15:24	2023-05-04 09:15:24
68	1f455fc030	bubbles	-0.46	18.85	1.26	1	2	2023-05-04 09:16:15	2023-05-04 09:16:15
69	1f455fc030	card	0.46	36.73	2.45	30	2	2023-05-04 09:09:02	2023-05-04 09:09:02
70	1f455fc030	sequential_card	-0.30	21.47	1.43	20	2	2023-05-04 09:20:39	2023-05-04 09:20:39
71	1f455fc030	card_draw	-1.40	8.32	0.55	20	2	2023-05-04 09:23:36	2023-05-04 09:23:36
72	1f455fc030	lottery	-4.40	0.45	0.03	2	2	2023-05-04 09:18:16	2023-05-04 09:18:16
73	dc8b1e36ff	remote_viewing	2.24	77.56	5.17	20	2	2023-05-16 17:50:14	2023-05-16 17:50:14
74	dc8b1e36ff	long_remote_viewing	-0.40	19.73	1.32	2	2	2023-05-16 17:53:24	2023-05-16 17:53:24
75	dc8b1e36ff	location	0.06	28.09	1.87	20	2	2023-05-16 17:55:07	2023-05-16 17:55:07
76	dc8b1e36ff	bubbles	0.21	31.22	2.08	1	2	2023-05-16 17:46:41	2023-05-16 17:46:41
77	dc8b1e36ff	card	0.00	26.89	1.79	10	2	2023-05-16 17:56:16	2023-05-16 17:56:16
78	dc8b1e36ff	sequential_card	0.07	28.29	1.89	10	2	2023-05-16 17:57:47	2023-05-16 17:57:47
79	dc8b1e36ff	card_draw	-2.55	2.79	0.19	10	2	2023-05-16 18:01:45	2023-05-16 18:01:45
80	dc8b1e36ff	lottery	-8.99	0.00	0.00	2	2	2023-05-16 18:03:07	2023-05-16 18:03:07
81	6fd33b7588	remote_viewing	0.32	33.70	2.25	60	2	2023-05-08 20:31:23	2023-05-08 20:31:23
82	6fd33b7588	long_remote_viewing	-1.65	6.57	0.44	2	2	2023-05-05 01:27:39	2023-05-05 01:27:39
83	6fd33b7588	location	0.16	30.21	2.01	40	2	2023-05-08 20:22:37	2023-05-08 20:22:37
84	6fd33b7588	bubbles	1.23	55.83	3.72	5	2	2023-05-09 03:23:42	2023-05-09 03:23:42
85	6fd33b7588	card	0.00	26.89	1.79	20	2	2023-05-08 20:35:41	2023-05-08 20:35:41
86	6fd33b7588	sequential_card	0.57	39.41	2.63	10	2	2023-05-05 01:46:53	2023-05-05 01:46:53
87	6fd33b7588	card_draw	-1.13	10.62	0.71	10	2	2023-05-05 01:56:14	2023-05-05 01:56:14
88	6fd33b7588	lottery	0.20	30.96	2.06	2	2	2023-05-08 20:25:07	2023-05-08 20:25:07
89	8e4d7ca345	remote_viewing	0.00	0.00	0.00	0	1	2023-05-03 10:35:13	2023-05-03 10:35:13
90	8e4d7ca345	long_remote_viewing	0.00	0.00	0.00	0	1	2023-05-03 10:35:14	2023-05-03 10:35:14
91	8e4d7ca345	location	0.00	0.00	0.00	0	1	2023-05-03 10:35:14	2023-05-03 10:35:14
92	8e4d7ca345	bubbles	0.00	0.00	0.00	0	1	2023-05-03 10:35:14	2023-05-03 10:35:14
93	8e4d7ca345	card	0.00	0.00	0.00	0	1	2023-05-03 10:35:14	2023-05-03 10:35:14
94	8e4d7ca345	sequential_card	0.00	0.00	0.00	0	1	2023-05-03 10:35:14	2023-05-03 10:35:14
95	8e4d7ca345	card_draw	0.00	0.00	0.00	0	1	2023-05-03 10:35:14	2023-05-03 10:35:14
96	8e4d7ca345	lottery	0.00	0.00	0.00	0	1	2023-05-03 10:35:14	2023-05-03 10:35:14
97	7649ca2a78	remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
98	7649ca2a78	long_remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
99	7649ca2a78	location	0.00	0.00	0.00	0	1	NULL	NULL
100	7649ca2a78	bubbles	0.00	0.00	0.00	0	1	NULL	NULL
101	7649ca2a78	card	0.00	0.00	0.00	0	1	NULL	NULL
102	7649ca2a78	sequential_card	0.00	0.00	0.00	0	1	NULL	NULL
103	7649ca2a78	card_draw	0.00	0.00	0.00	0	1	NULL	NULL
104	7649ca2a78	lottery	0.00	0.00	0.00	0	1	NULL	NULL
105	7649ca2a78	lottery	0.00	0.00	0.00	0	1	NULL	NULL
106	b703957983	remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
107	b703957983	long_remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
108	b703957983	location	0.00	0.00	0.00	0	1	NULL	NULL
109	b703957983	bubbles	0.00	0.00	0.00	0	1	NULL	NULL
110	b703957983	card	0.00	0.00	0.00	0	1	NULL	NULL
111	b703957983	sequential_card	0.00	0.00	0.00	0	1	NULL	NULL
112	b703957983	card_draw	0.00	0.00	0.00	0	1	NULL	NULL
113	b703957983	lottery	0.00	0.00	0.00	0	1	NULL	NULL
114	b703957983	lottery	0.00	0.00	0.00	0	1	NULL	NULL
115	fab9d53338	remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
116	fab9d53338	long_remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
117	fab9d53338	location	0.00	0.00	0.00	0	1	NULL	NULL
118	fab9d53338	bubbles	0.00	0.00	0.00	0	1	NULL	NULL
119	fab9d53338	card	0.00	0.00	0.00	0	1	NULL	NULL
120	fab9d53338	sequential_card	0.00	0.00	0.00	0	1	NULL	NULL
121	fab9d53338	card_draw	0.00	0.00	0.00	0	1	NULL	NULL
122	fab9d53338	lottery	0.00	0.00	0.00	0	1	NULL	NULL
123	fab9d53338	lottery	0.00	0.00	0.00	0	1	NULL	NULL
124	b1b0c883be	remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
125	b1b0c883be	long_remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
126	b1b0c883be	location	0.00	0.00	0.00	0	1	NULL	NULL
127	b1b0c883be	bubbles	0.00	0.00	0.00	0	1	NULL	NULL
128	b1b0c883be	card	0.00	0.00	0.00	0	1	NULL	NULL
129	b1b0c883be	sequential_card	0.00	0.00	0.00	0	1	NULL	NULL
130	b1b0c883be	card_draw	0.00	0.00	0.00	0	1	NULL	NULL
131	b1b0c883be	lottery	0.00	0.00	0.00	0	1	NULL	NULL
132	b1b0c883be	lottery	0.00	0.00	0.00	0	1	NULL	NULL
133	346dad18ba	remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
134	346dad18ba	long_remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
135	346dad18ba	location	0.00	0.00	0.00	0	1	NULL	NULL
136	346dad18ba	bubbles	0.00	0.00	0.00	0	1	NULL	NULL
137	346dad18ba	card	0.00	0.00	0.00	0	1	NULL	NULL
138	346dad18ba	sequential_card	0.00	0.00	0.00	0	1	NULL	NULL
139	346dad18ba	card_draw	0.00	0.00	0.00	0	1	NULL	NULL
140	346dad18ba	lottery	0.00	0.00	0.00	0	1	NULL	NULL
141	346dad18ba	lottery	0.00	0.00	0.00	0	1	NULL	NULL
142	96e67304c1	remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
143	96e67304c1	long_remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
144	96e67304c1	location	0.00	0.00	0.00	0	1	NULL	NULL
145	96e67304c1	bubbles	0.00	0.00	0.00	0	1	NULL	NULL
146	96e67304c1	card	0.00	0.00	0.00	0	1	NULL	NULL
147	96e67304c1	sequential_card	0.00	0.00	0.00	0	1	NULL	NULL
148	96e67304c1	card_draw	0.00	0.00	0.00	0	1	NULL	NULL
149	96e67304c1	lottery	0.00	0.00	0.00	0	1	NULL	NULL
150	96e67304c1	lottery	0.00	0.00	0.00	0	1	NULL	NULL
151	24778a5821	remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
152	24778a5821	long_remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
153	24778a5821	location	0.00	0.00	0.00	0	1	NULL	NULL
154	24778a5821	bubbles	0.00	0.00	0.00	0	1	NULL	NULL
155	24778a5821	card	0.00	0.00	0.00	0	1	NULL	NULL
156	24778a5821	sequential_card	0.00	0.00	0.00	0	1	NULL	NULL
157	24778a5821	card_draw	0.00	0.00	0.00	0	1	NULL	NULL
158	24778a5821	lottery	0.00	0.00	0.00	0	1	NULL	NULL
159	24778a5821	lottery	0.00	0.00	0.00	0	1	NULL	NULL
160	b8a4956dce	remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
161	b8a4956dce	long_remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
162	b8a4956dce	location	0.00	0.00	0.00	0	1	NULL	NULL
163	b8a4956dce	bubbles	0.00	0.00	0.00	0	1	NULL	NULL
164	b8a4956dce	card	0.00	0.00	0.00	0	1	NULL	NULL
165	b8a4956dce	sequential_card	0.00	0.00	0.00	0	1	NULL	NULL
166	b8a4956dce	card_draw	0.00	0.00	0.00	0	1	NULL	NULL
167	b8a4956dce	lottery	0.00	0.00	0.00	0	1	NULL	NULL
168	b8a4956dce	lottery	0.00	0.00	0.00	0	1	NULL	NULL
169	c703eb65f9	remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
170	c703eb65f9	long_remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
171	c703eb65f9	location	0.00	0.00	0.00	0	1	NULL	NULL
172	c703eb65f9	bubbles	0.00	0.00	0.00	0	1	NULL	NULL
173	c703eb65f9	card	0.00	0.00	0.00	0	1	NULL	NULL
174	c703eb65f9	sequential_card	0.00	0.00	0.00	0	1	NULL	NULL
175	c703eb65f9	card_draw	0.00	0.00	0.00	0	1	NULL	NULL
176	c703eb65f9	lottery	0.00	0.00	0.00	0	1	NULL	NULL
177	c703eb65f9	lottery	0.00	0.00	0.00	0	1	NULL	NULL
178	9416b26cf6	remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
179	9416b26cf6	long_remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
180	9416b26cf6	location	0.00	0.00	0.00	0	1	NULL	NULL
181	9416b26cf6	bubbles	0.00	0.00	0.00	0	1	NULL	NULL
182	9416b26cf6	card	0.00	0.00	0.00	0	1	NULL	NULL
183	9416b26cf6	sequential_card	0.00	0.00	0.00	0	1	NULL	NULL
184	9416b26cf6	card_draw	0.00	0.00	0.00	0	1	NULL	NULL
185	9416b26cf6	lottery	0.00	0.00	0.00	0	1	NULL	NULL
186	9416b26cf6	lottery	0.00	0.00	0.00	0	1	NULL	NULL
187	69c14ba259	remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
188	69c14ba259	long_remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
189	69c14ba259	location	0.00	0.00	0.00	0	1	NULL	NULL
190	69c14ba259	bubbles	0.00	0.00	0.00	0	1	NULL	NULL
191	69c14ba259	card	0.00	0.00	0.00	0	1	NULL	NULL
192	69c14ba259	sequential_card	0.00	0.00	0.00	0	1	NULL	NULL
193	69c14ba259	card_draw	0.00	0.00	0.00	0	1	NULL	NULL
194	69c14ba259	lottery	0.00	0.00	0.00	0	1	NULL	NULL
195	69c14ba259	lottery	0.00	0.00	0.00	0	1	NULL	NULL
196	eb1f2db343	remote_viewing	0.40	35.34	2.36	40	2	2023-05-23 19:17:14	2023-05-23 19:17:14
197	eb1f2db343	long_remote_viewing	-0.54	17.59	1.17	2	2	2023-05-14 00:56:18	2023-05-14 00:56:18
198	eb1f2db343	location	3.09	88.99	5.93	20	2	2023-05-14 00:53:41	2023-05-14 00:53:41
199	eb1f2db343	bubbles	0.17	30.36	2.02	2	2	2023-05-23 19:18:03	2023-05-23 19:18:03
200	eb1f2db343	card	0.00	0.00	0.00	0	1	NULL	NULL
201	eb1f2db343	sequential_card	0.00	0.00	0.00	0	1	NULL	NULL
202	eb1f2db343	card_draw	0.00	0.00	0.00	0	1	NULL	NULL
203	eb1f2db343	lottery	0.00	0.00	0.00	0	1	NULL	NULL
204	eb1f2db343	lottery	0.00	0.00	0.00	0	1	NULL	NULL
205	e9cab1d66b	remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
206	e9cab1d66b	long_remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
207	e9cab1d66b	location	0.00	0.00	0.00	0	1	NULL	NULL
208	e9cab1d66b	bubbles	0.00	0.00	0.00	0	1	NULL	NULL
209	e9cab1d66b	card	0.00	0.00	0.00	0	1	NULL	NULL
210	e9cab1d66b	sequential_card	0.00	0.00	0.00	0	1	NULL	NULL
211	e9cab1d66b	card_draw	0.00	0.00	0.00	0	1	NULL	NULL
212	e9cab1d66b	lottery	0.00	0.00	0.00	0	1	NULL	NULL
213	e9cab1d66b	lottery	0.00	0.00	0.00	0	1	NULL	NULL
214	6338c617cd	remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
215	6338c617cd	long_remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
216	6338c617cd	location	0.00	0.00	0.00	0	1	NULL	NULL
217	6338c617cd	bubbles	0.00	0.00	0.00	0	1	NULL	NULL
218	6338c617cd	card	0.00	0.00	0.00	0	1	NULL	NULL
219	6338c617cd	sequential_card	0.00	0.00	0.00	0	1	NULL	NULL
220	6338c617cd	card_draw	0.00	0.00	0.00	0	1	NULL	NULL
221	6338c617cd	lottery	0.00	0.00	0.00	0	1	NULL	NULL
222	6338c617cd	lottery	0.00	0.00	0.00	0	1	NULL	NULL
223	3e86ab4470	remote_viewing	-0.56	17.36	1.16	20	2	2023-05-13 12:57:51	2023-05-13 12:57:51
224	3e86ab4470	long_remote_viewing	0.13	29.47	1.96	2	2	2023-05-13 13:01:08	2023-05-13 13:01:08
225	3e86ab4470	location	1.32	57.93	3.86	20	2	2023-05-13 13:02:20	2023-05-13 13:02:20
226	3e86ab4470	bubbles	2.12	75.40	5.03	1	2	2023-05-13 13:03:12	2023-05-13 13:03:12
227	3e86ab4470	card	0.00	26.89	1.79	10	2	2023-05-13 13:03:57	2023-05-13 13:03:57
228	3e86ab4470	sequential_card	0.00	26.89	1.79	10	2	2023-05-13 13:05:06	2023-05-13 13:05:06
229	3e86ab4470	card_draw	-1.70	6.30	0.42	10	2	2023-05-13 13:06:36	2023-05-13 13:06:36
230	3e86ab4470	lottery	-6.36	0.06	0.00	1	2	2023-05-13 13:07:14	2023-05-13 13:07:14
231	3e86ab4470	lottery	-6.36	0.06	0.00	1	2	2023-05-13 13:07:14	2023-05-13 13:07:14
232	a38c0cc8ce	remote_viewing	0.00	26.89	1.79	20	2	2023-05-18 13:13:38	2023-05-18 13:13:38
233	a38c0cc8ce	long_remote_viewing	1.97	72.43	4.83	2	2	2023-05-18 13:21:09	2023-05-18 13:21:09
234	a38c0cc8ce	location	2.88	86.76	5.78	20	2	2023-05-18 13:16:44	2023-05-18 13:16:44
235	a38c0cc8ce	bubbles	-0.06	25.73	1.72	1	2	2023-05-18 13:14:38	2023-05-18 13:14:38
236	a38c0cc8ce	card	0.00	0.00	0.00	0	1	NULL	NULL
237	a38c0cc8ce	sequential_card	0.00	0.00	0.00	0	1	NULL	NULL
238	a38c0cc8ce	card_draw	0.00	0.00	0.00	0	1	NULL	NULL
239	a38c0cc8ce	lottery	0.00	0.00	0.00	0	1	NULL	NULL
240	a38c0cc8ce	lottery	0.00	0.00	0.00	0	1	NULL	NULL
241	9d88252a16	remote_viewing	0.56	39.17	2.61	20	2	2023-05-18 11:36:07	2023-05-18 11:36:07
242	9d88252a16	long_remote_viewing	-0.31	21.23	1.42	2	2	2023-05-18 11:45:35	2023-05-18 11:45:35
243	9d88252a16	location	1.92	71.50	4.77	20	2	2023-05-18 11:40:14	2023-05-18 11:40:14
244	9d88252a16	bubbles	0.29	32.96	2.20	1	2	2023-05-18 11:37:23	2023-05-18 11:37:23
245	9d88252a16	card	0.00	0.00	0.00	0	1	NULL	NULL
246	9d88252a16	sequential_card	0.00	0.00	0.00	0	1	NULL	NULL
247	9d88252a16	card_draw	0.00	0.00	0.00	0	1	NULL	NULL
248	9d88252a16	lottery	0.00	0.00	0.00	0	1	NULL	NULL
249	9d88252a16	lottery	0.00	0.00	0.00	0	1	NULL	NULL
250	ade1324113	remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
251	ade1324113	long_remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
252	ade1324113	location	0.00	0.00	0.00	0	1	NULL	NULL
253	ade1324113	bubbles	0.00	0.00	0.00	0	1	NULL	NULL
254	ade1324113	card	0.00	0.00	0.00	0	1	NULL	NULL
255	ade1324113	sequential_card	0.00	0.00	0.00	0	1	NULL	NULL
256	ade1324113	card_draw	0.00	0.00	0.00	0	1	NULL	NULL
257	ade1324113	lottery	0.00	0.00	0.00	0	1	NULL	NULL
258	ade1324113	lottery	0.00	0.00	0.00	0	1	NULL	NULL
259	63becad596	remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
260	63becad596	long_remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
261	63becad596	location	0.00	0.00	0.00	0	1	NULL	NULL
262	63becad596	bubbles	0.00	0.00	0.00	0	1	NULL	NULL
263	63becad596	card	0.00	0.00	0.00	0	1	NULL	NULL
264	63becad596	sequential_card	0.00	0.00	0.00	0	1	NULL	NULL
265	63becad596	card_draw	0.00	0.00	0.00	0	1	NULL	NULL
266	63becad596	lottery	0.00	0.00	0.00	0	1	NULL	NULL
267	63becad596	lottery	0.00	0.00	0.00	0	1	NULL	NULL
268	593037cb73	remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
269	593037cb73	long_remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
270	593037cb73	location	0.00	0.00	0.00	0	1	NULL	NULL
271	593037cb73	bubbles	0.00	0.00	0.00	0	1	NULL	NULL
272	593037cb73	card	0.00	0.00	0.00	0	1	NULL	NULL
273	593037cb73	sequential_card	0.00	0.00	0.00	0	1	NULL	NULL
274	593037cb73	card_draw	0.00	0.00	0.00	0	1	NULL	NULL
275	593037cb73	lottery	0.00	0.00	0.00	0	1	NULL	NULL
276	593037cb73	lottery	0.00	0.00	0.00	0	1	NULL	NULL
277	76b0cf44d8	remote_viewing	-1.29	9.17	0.61	60	2	2023-05-25 22:28:12	2023-05-25 22:28:12
278	76b0cf44d8	long_remote_viewing	1.13	53.28	3.55	2	2	2023-05-24 22:31:08	2023-05-24 22:31:08
279	76b0cf44d8	location	0.51	37.99	2.53	20	2	2023-05-24 22:27:05	2023-05-24 22:27:05
280	76b0cf44d8	bubbles	1.31	57.73	3.85	7	3	2023-05-24 23:37:21	2023-05-24 23:37:21
281	76b0cf44d8	card	1.82	69.52	4.63	30	2	2023-05-24 23:40:37	2023-05-24 23:40:37
282	76b0cf44d8	sequential_card	-0.35	20.59	1.37	10	2	2023-05-24 23:17:35	2023-05-24 23:17:35
283	76b0cf44d8	card_draw	-3.58	1.02	0.07	90	2	2023-05-25 22:32:29	2023-05-25 22:32:29
284	76b0cf44d8	lottery	-11.91	0.00	0.00	7	3	2023-05-25 22:34:54	2023-05-25 22:34:54
285	76b0cf44d8	lottery	-11.91	0.00	0.00	7	3	2023-05-25 22:34:54	2023-05-25 22:34:54
286	ca227357e5	remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
287	ca227357e5	long_remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
288	ca227357e5	location	0.00	0.00	0.00	0	1	NULL	NULL
289	ca227357e5	bubbles	0.00	0.00	0.00	0	1	NULL	NULL
290	ca227357e5	card	0.00	0.00	0.00	0	1	NULL	NULL
291	ca227357e5	sequential_card	0.00	0.00	0.00	0	1	NULL	NULL
292	ca227357e5	card_draw	0.00	0.00	0.00	0	1	NULL	NULL
293	ca227357e5	lottery	0.00	0.00	0.00	0	1	NULL	NULL
294	ca227357e5	lottery	0.00	0.00	0.00	0	1	NULL	NULL
295	ab5afe7d6a	remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
296	ab5afe7d6a	long_remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
297	ab5afe7d6a	location	0.00	0.00	0.00	0	1	NULL	NULL
298	ab5afe7d6a	bubbles	0.00	0.00	0.00	0	1	NULL	NULL
299	ab5afe7d6a	card	0.00	0.00	0.00	0	1	NULL	NULL
300	ab5afe7d6a	sequential_card	0.00	0.00	0.00	0	1	NULL	NULL
301	ab5afe7d6a	card_draw	0.00	0.00	0.00	0	1	NULL	NULL
302	ab5afe7d6a	lottery	0.00	0.00	0.00	0	1	NULL	NULL
303	ab5afe7d6a	lottery	0.00	0.00	0.00	0	1	NULL	NULL
304	3d17ea01b8	remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
305	3d17ea01b8	long_remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
306	3d17ea01b8	location	0.00	0.00	0.00	0	1	NULL	NULL
307	3d17ea01b8	bubbles	0.00	0.00	0.00	0	1	NULL	NULL
308	3d17ea01b8	card	0.00	0.00	0.00	0	1	NULL	NULL
309	3d17ea01b8	sequential_card	0.00	0.00	0.00	0	1	NULL	NULL
310	3d17ea01b8	card_draw	0.00	0.00	0.00	0	1	NULL	NULL
311	3d17ea01b8	lottery	0.00	0.00	0.00	0	1	NULL	NULL
312	3d17ea01b8	lottery	0.00	0.00	0.00	0	1	NULL	NULL
313	0de097c308	remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
314	0de097c308	long_remote_viewing	0.00	0.00	0.00	0	1	NULL	NULL
315	0de097c308	location	0.00	0.00	0.00	0	1	NULL	NULL
316	0de097c308	bubbles	0.00	0.00	0.00	0	1	NULL	NULL
317	0de097c308	card	0.00	0.00	0.00	0	1	NULL	NULL
318	0de097c308	sequential_card	0.00	0.00	0.00	0	1	NULL	NULL
319	0de097c308	card_draw	0.00	0.00	0.00	0	1	NULL	NULL
320	0de097c308	lottery	0.00	0.00	0.00	0	1	NULL	NULL
321	0de097c308	lottery	0.00	0.00	0.00	0	1	NULL	NULL
